,game_idx,ai_treatment,hint_treatment,is_tutorial_game,reward,hit_goals,designed_goals,player0_move,player1_move
4214,57,0,1,False,10,"(1, 3)","(1, 3)","[3, 0, 0, 0, 4]","[0, 0, 0, 0, 3]"
4215,13,0,1,False,10,"(1, 3)","(1, 3)","[2, 2, 2, 0, 0, 2]","[3, 3, 3, 3, 3, 4]"
4216,137,0,1,False,10,"(1, 3)","(1, 3)","[1, 1, 1, 2, 4, 4, 4]","[1, 2, 2, 0, 2, 0, 2]"
4217,874,0,1,False,10,"(1, 3)","(1, 3)","[1, 3, 3, 1]","[1, 2, 2, 1]"
4218,409,0,1,False,4,"(0, 3)","(1, 3)","[0, 3, 3, 3, 1, 3, 3]","[1, 1, 1, 2, 4, 4, 4]"
4219,744,0,1,False,4,"(1, 2)","(0, 2)","[3, 1, 1, 2, 1, 1, 4, 4, 4, 4, 4]","[0, 0, 2, 2, 0, 0, 2, 2, 1, 2, 2]"
4220,895,0,1,False,10,"(1, 3)","(1, 3)","[3, 3, 0, 0, 3, 3, 3, 3, 3, 1]","[1, 1, 1, 2, 4, 4, 4, 4, 4, 4]"
4221,749,0,1,False,10,"(0, 2)","(0, 2)","[1, 2, 2, 1, 1, 4]","[0, 3, 3, 1, 1, 1]"
4222,976,0,1,False,10,"(0, 2)","(0, 2)","[3, 3, 3, 3, 3, 0, 0, 0, 2, 0]","[1, 1, 3, 3, 4, 4, 4, 4, 4, 4]"
4223,986,0,1,False,-10,"(-1, -1)","(1, 3)","[3, 0, 3]","[2, 0, 2]"
4224,1001,2,1,True,10,"(1, 3)","(1, 3)","[2, 2, 2, 2]","[0, 3, 3, 3]"
4225,1002,2,1,True,10,"(0, 2)","(0, 2)","[1, 3, 3, 3, 3, 3, 3]","[0, 1, 2, 1, 1, 3, 3]"
4226,1003,2,1,True,10,"(0, 2)","(0, 2)","[0, 3, 3, 0, 0, 0, 0, 3, 3, 3]","[0, 0, 1, 1, 1, 1, 2, 3, 3, 3]"
4227,839,2,1,False,10,"(1, 3)","(1, 3)","[0, 3, 3, 3, 3, 1, 3, 3]","[0, 0, 0, 2, 0, 2, 2, 2]"
4228,845,2,1,False,4,"(1, 2)","(0, 2)","[2, 1, 4, 4, 4, 4]","[2, 0, 2, 0, 0, 3]"
4229,437,2,1,False,10,"(1, 3)","(1, 3)","[1, 2, 2, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 3, 3, 3, 4]"
4230,751,2,1,False,4,"(0, 3)","(1, 3)","[2, 1, 1, 1, 4]","[2, 1, 1, 2, 2]"
4231,471,2,1,False,10,"(0, 2)","(0, 2)","[2, 2, 2, 1]","[1, 1, 2, 2]"
4232,315,2,1,False,10,"(1, 3)","(1, 3)","[0, 2, 2, 0, 4]","[0, 0, 0, 0, 0]"
4233,761,2,1,False,4,"(0, 3)","(1, 3)","[2, 2, 2, 1, 2, 1]","[0, 0, 0, 2, 2, 1]"
4234,217,2,1,False,10,"(0, 2)","(0, 2)","[2, 1, 3, 1, 3, 3, 1]","[0, 2, 0, 0, 0, 3, 4]"
4235,550,2,1,False,10,"(1, 3)","(1, 3)","[2, 1, 1, 2, 1, 2, 2, 4, 4, 4]","[1, 1, 1, 1, 1, 3, 3, 1, 1, 3]"
4236,907,2,1,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 3]","[1, 2, 2, 2]"
4237,442,2,1,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 1, 4, 4]","[1, 1, 3, 3, 3, 1]"
4238,153,2,1,False,10,"(0, 2)","(0, 2)","[3, 3, 0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 4, 4, 4, 4]"
4239,861,2,1,False,10,"(0, 2)","(0, 2)","[3, 1, 3, 1, 4, 4, 4]","[1, 1, 2, 1, 1, 1, 3]"
4240,481,2,1,False,10,"(1, 3)","(1, 3)","[3, 1, 1, 1]","[3, 1, 1, 3]"
4241,472,2,1,False,4,"(0, 3)","(1, 3)","[1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 1, 3]","[0, 0, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4]"
4242,543,2,1,False,10,"(0, 2)","(0, 2)","[2, 2, 2, 2, 4, 4]","[0, 0, 0, 3, 3, 3]"
4243,156,2,1,False,4,"(1, 2)","(0, 2)","[2, 2, 2, 1, 1, 1, 2, 2]","[0, 0, 2, 0, 2, 0, 4, 4]"
4244,328,2,1,False,-10,"(-1, -1)","(0, 2)","[0, 2, 0, 0, 0]","[1, 3, 3, 3, 1]"
4245,750,2,1,False,4,"(1, 2)","(0, 2)","[2, 2, 1, 1, 1, 1, 2]","[3, 3, 3, 3, 1, 1, 4]"
4246,361,2,1,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 1, 1, 2, 1, 2, 1, 1, 3, 4]","[3, 3, 0, 0, 2, 0, 2, 0, 0, 3, 3, 1]"
4247,742,2,1,False,10,"(1, 3)","(1, 3)","[2, 2, 0, 2]","[0, 0, 0, 3]"
4248,810,2,1,False,10,"(1, 3)","(1, 3)","[0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 3]","[0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4]"
4249,197,2,1,False,4,"(0, 3)","(1, 3)","[3, 3, 3, 0, 3, 3, 1]","[0, 3, 0, 0, 3, 3, 4]"
4250,864,2,1,False,4,"(1, 2)","(0, 2)","[1, 1, 1, 3, 3, 3, 3, 2, 1, 1]","[3, 3, 3, 1, 3, 4, 4, 4, 4, 4]"
4251,409,2,1,False,4,"(0, 3)","(1, 3)","[1, 3, 3, 3, 3, 3, 0, 4]","[0, 0, 1, 1, 1, 1, 1, 2]"
4252,9,2,1,False,10,"(1, 3)","(1, 3)","[2, 2, 2, 1, 1, 1, 1]","[1, 3, 3, 3, 1, 3, 3]"
4253,497,2,1,False,10,"(0, 2)","(0, 2)","[1, 2, 2, 1]","[3, 0, 0, 0]"
4254,233,2,1,False,10,"(0, 2)","(0, 2)","[1, 3, 3, 3, 1, 1, 1, 2, 2]","[1, 1, 2, 1, 1, 3, 1, 4, 4]"
4255,39,2,1,False,4,"(0, 3)","(1, 3)","[2, 1, 1, 1, 2, 2, 1]","[0, 0, 3, 0, 4, 4, 4]"
4256,619,2,1,False,4,"(0, 3)","(1, 3)","[2, 1, 2, 2, 1, 2, 2, 0]","[0, 0, 0, 3, 3, 4, 4, 4]"
4257,1001,0,1,True,10,"(1, 3)","(1, 3)","[0, 0, 0, 1, 1, 1, 2, 2, 2, 2]","[0, 3, 3, 3, 4, 4, 4, 4, 4, 4]"
4258,1002,0,1,True,10,"(0, 2)","(0, 2)","[3, 3, 3, 1, 1, 1, 0, 0, 0, 1, 3, 3, 3]","[1, 2, 1, 1, 3, 3, 4, 4, 4, 4, 4, 4, 4]"
4259,1003,0,1,True,-10,"(-1, -1)","(0, 2)","[0, 3, 3, 1, 0]","[1, 1, 3, 3, 3]"
4260,869,0,1,False,4,"(0, 3)","(1, 3)","[3, 3, 3, 0, 0, 3, 0, 0, 0, 0, 0]","[1, 2, 2, 2, 1, 4, 4, 4, 4, 4, 4]"
4261,868,0,1,False,4,"(0, 3)","(1, 3)","[0, 2, 2, 2, 2, 2, 2]","[2, 0, 0, 0, 0, 3, 4]"
4262,28,0,1,False,10,"(0, 2)","(0, 2)","[2, 2, 2, 1, 2, 2, 1, 2, 2, 0]","[0, 0, 3, 3, 4, 4, 4, 4, 4, 4]"
4263,659,0,1,False,4,"(1, 2)","(0, 2)","[3, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 4]"
4264,513,0,1,False,4,"(0, 3)","(1, 3)","[0, 0, 0, 0, 0, 3, 4, 4, 4, 4]","[2, 2, 1, 1, 3, 1, 3, 1, 1, 1]"
4265,3,0,1,False,10,"(0, 2)","(0, 2)","[3, 1, 3, 3, 3, 0]","[0, 0, 2, 0, 4, 4]"
4266,808,0,1,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 3, 3, 0, 4]","[1, 3, 1, 1, 3, 3, 3]"
4267,86,0,1,False,-10,"(-1, -1)","(0, 2)","[0, 0, 0]","[1, 2, 1]"
4268,729,0,1,False,10,"(1, 3)","(1, 3)","[1, 1, 2, 1, 2, 1, 1, 4]","[0, 0, 0, 0, 0, 3, 0, 3]"
4269,16,0,1,False,10,"(0, 2)","(0, 2)","[2, 2, 2, 2, 2]","[2, 2, 2, 0, 0]"
4270,127,0,1,False,4,"(0, 3)","(1, 3)","[3, 3, 3, 3, 3, 3, 1]","[1, 1, 1, 2, 4, 4, 4]"
4271,339,0,1,False,4,"(0, 3)","(1, 3)","[1, 1, 1, 1, 2, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 3, 3]"
4272,68,0,1,False,10,"(1, 3)","(1, 3)","[1, 2, 1, 1, 1, 1, 1, 3, 0]","[3, 1, 3, 3, 3, 1, 3, 4, 4]"
4273,305,0,1,False,4,"(1, 2)","(0, 2)","[1, 1, 2, 1, 1, 1, 1, 2]","[2, 1, 1, 1, 3, 1, 1, 3]"
4274,149,0,1,False,10,"(0, 2)","(0, 2)","[0, 0, 3, 3, 4, 4, 4, 4]","[1, 1, 1, 2, 1, 2, 2, 2]"
4275,428,0,1,False,4,"(1, 2)","(0, 2)","[3, 3, 3, 0, 4, 4]","[2, 2, 2, 1, 2, 2]"
4276,463,0,1,False,10,"(1, 3)","(1, 3)","[2, 0, 0, 2, 2, 1]","[2, 2, 2, 1, 4, 4]"
4277,668,0,1,False,10,"(1, 3)","(1, 3)","[2, 2, 2, 0, 2, 2, 1]","[0, 0, 0, 0, 4, 4, 4]"
4278,935,0,1,False,4,"(1, 2)","(0, 2)","[3, 3, 3, 3, 3, 3, 2, 2, 2, 0, 0, 0, 0, 0, 0, 3, 1]","[2, 2, 1, 2, 1, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
4279,796,0,1,False,-10,"(-1, -1)","(1, 3)","[1, 1, 1]","[3, 3, 3]"
4280,64,0,1,False,10,"(1, 3)","(1, 3)","[2, 2, 2, 2, 2, 4, 4, 4, 4]","[1, 1, 1, 1, 2, 2, 2, 2, 2]"
4281,407,0,1,False,4,"(1, 2)","(0, 2)","[1, 4, 4, 4, 4, 4]","[3, 3, 3, 3, 3, 3]"
4282,882,0,1,False,10,"(1, 3)","(1, 3)","[1, 1, 3, 1, 1, 3, 1, 1, 3, 3]","[0, 0, 3, 0, 4, 4, 4, 4, 4, 4]"
4283,328,0,1,False,-10,"(-1, -1)","(0, 2)","[0, 0, 0, 2, 0]","[1, 3, 3, 3, 1]"
4284,221,0,1,False,10,"(1, 3)","(1, 3)","[0, 0, 1, 2, 2, 0]","[1, 1, 1, 2, 4, 4]"
4285,829,0,1,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 1, 1, 1, 2, 1, 1, 3]","[2, 2, 0, 0, 0, 0, 2, 4, 4, 4]"
4286,685,0,1,False,10,"(1, 3)","(1, 3)","[3, 0, 0, 0, 4, 4, 4, 4]","[3, 3, 1, 1, 3, 1, 1, 3]"
4287,122,0,1,False,4,"(1, 2)","(0, 2)","[3, 3, 3, 0, 0, 0, 0, 2, 0, 0, 0, 3]","[2, 0, 0, 2, 0, 0, 2, 2, 4, 4, 4, 4]"
4288,520,0,1,False,10,"(0, 2)","(0, 2)","[3, 3, 1, 1, 2, 1, 1, 1]","[2, 0, 0, 0, 3, 0, 3, 4]"
4289,85,0,1,False,4,"(0, 3)","(1, 3)","[2, 2, 0, 4, 4, 4, 4, 4, 4]","[2, 2, 2, 1, 2, 1, 1, 1, 2]"
4290,1001,2,1,True,10,"(1, 3)","(1, 3)","[0, 2, 3, 2, 1, 2, 2, 2]","[0, 3, 3, 3, 4, 4, 4, 4]"
4291,1002,2,1,True,0,"(-1, 2)","(0, 2)","[0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 4, 3, 3]","[0, 1, 2, 1, 1, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
4292,1003,2,1,True,-10,"(-1, -1)","(0, 2)","[0, 0, 1, 1, 0, 4, 4, 4]","[0, 0, 1, 1, 1, 1, 2, 3]"
4293,649,2,1,False,10,"(0, 2)","(0, 2)","[1, 1, 3, 3, 3, 1, 1, 2, 2, 2]","[0, 0, 0, 2, 2, 1, 2, 4, 4, 4]"
4294,897,2,1,False,10,"(1, 3)","(1, 3)","[0, 0, 0, 2, 2, 2, 1, 1, 2]","[3, 3, 3, 3, 3, 4, 4, 4, 4]"
4295,17,2,1,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 3, 3, 4, 4]","[1, 3, 3, 3, 3, 3, 3]"
4296,583,2,1,False,4,"(1, 2)","(0, 2)","[0, 0, 0, 3, 3, 3, 1]","[0, 1, 2, 1, 1, 2, 1]"
4297,879,2,1,False,4,"(1, 2)","(0, 2)","[3, 3, 3, 4, 4]","[0, 0, 0, 2, 2]"
4298,807,2,1,False,-10,"(-1, -1)","(0, 2)","[2, 2, 1, 4]","[0, 0, 0, 0]"
4299,514,2,1,False,10,"(1, 3)","(1, 3)","[2, 2, 2, 2, 2, 1, 1, 3, 3, 3, 3, 1]","[3, 3, 1, 1, 3, 1, 1, 1, 4, 4, 4, 4]"
4300,389,2,1,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 3, 0, 0, 0, 0, 2]","[0, 0, 2, 2, 2, 2, 2, 0, 2]"
4301,916,2,1,False,10,"(1, 3)","(1, 3)","[1, 1, 2, 1, 1, 3, 3]","[1, 2, 1, 2, 2, 1, 4]"
4302,270,2,1,False,4,"(1, 2)","(0, 2)","[2, 1, 1, 1, 3, 3, 0, 0, 3, 0, 3]","[0, 0, 0, 3, 0, 0, 3, 4, 4, 4, 4]"
4303,304,2,1,False,4,"(1, 2)","(0, 2)","[0, 0, 0, 0, 0, 0, 0, 2]","[1, 1, 3, 3, 3, 3, 4, 4]"
4304,444,2,1,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 3, 1, 1]","[0, 0, 1, 2, 2, 2]"
4305,188,2,1,False,10,"(1, 3)","(1, 3)","[2, 2, 2, 2, 3, 0, 0, 0, 2]","[0, 1, 3, 1, 1, 3, 1, 4, 4]"
4306,568,2,1,False,10,"(1, 3)","(1, 3)","[2, 2, 1, 1, 4, 4]","[1, 1, 1, 3, 3, 1]"
4307,445,2,1,False,-10,"(-1, -1)","(0, 2)","[0, 0, 0, 0]","[3, 1, 3, 3]"
4308,860,2,1,False,10,"(0, 2)","(0, 2)","[2, 2, 2, 3, 0, 0, 0, 2]","[1, 3, 3, 0, 3, 0, 3, 4]"
4309,56,2,1,False,10,"(1, 3)","(1, 3)","[0, 0, 0, 2, 4, 4]","[0, 0, 0, 0, 3, 3]"
4310,315,2,1,False,10,"(1, 3)","(1, 3)","[0, 0, 0, 0, 2, 2, 1, 1]","[0, 0, 0, 0, 0, 4, 4, 4]"
4311,715,2,1,False,-10,"(-1, -1)","(1, 3)","[3, 0, 0, 0]","[3, 0, 3, 3]"
4312,290,2,1,False,10,"(1, 3)","(1, 3)","[2, 2, 2, 2, 4]","[3, 3, 3, 3, 1]"
4313,230,2,1,False,4,"(0, 3)","(1, 3)","[2, 0, 0, 0, 2, 2, 2, 2, 0]","[3, 3, 1, 1, 1, 3, 3, 1, 1]"
4314,119,2,1,False,10,"(1, 3)","(1, 3)","[1, 2, 1, 1, 1, 1, 0, 2, 4, 4, 4, 4, 4, 4, 4, 4]","[3, 1, 1, 1, 3, 3, 3, 3, 0, 0, 3, 3, 0, 0, 0, 2]"
4315,303,2,1,False,4,"(1, 2)","(0, 2)","[2, 2, 2, 1, 1, 2, 2, 0]","[0, 2, 0, 2, 2, 4, 4, 4]"
4316,319,2,1,False,10,"(0, 2)","(0, 2)","[1, 3, 3, 0, 0, 2, 0, 0, 0, 2]","[0, 1, 1, 2, 1, 2, 4, 4, 4, 4]"
4317,273,2,1,False,10,"(0, 2)","(0, 2)","[3, 3, 2, 1, 1, 1, 1, 1]","[1, 1, 3, 1, 1, 2, 2, 1]"
4318,883,2,1,False,10,"(1, 3)","(1, 3)","[3, 3, 1, 1, 3, 4]","[2, 2, 1, 1, 1, 2]"
4319,406,2,1,False,-10,"(-1, -1)","(0, 2)","[3, 1]","[0, 0]"
4320,130,2,1,False,10,"(1, 3)","(1, 3)","[0, 0, 2, 0, 4, 4]","[0, 0, 0, 0, 2, 2]"
4321,243,2,1,False,4,"(1, 2)","(0, 2)","[3, 3, 1, 3, 3, 3, 4]","[0, 2, 0, 0, 0, 2, 0]"
4322,436,2,1,False,10,"(1, 3)","(1, 3)","[2, 2, 2, 0, 2, 4, 4, 4, 4]","[2, 1, 2, 1, 1, 1, 1, 3, 3]"
4323,1001,1,1,True,10,"(1, 3)","(1, 3)","[2, 2, 2, 2]","[0, 3, 3, 3]"
4324,1002,1,1,True,10,"(0, 2)","(0, 2)","[1, 1, 1, 1, 3, 3, 3, 0, 0, 3, 3, 3, 0]","[1, 2, 1, 1, 3, 3, 4, 4, 4, 4, 4, 4, 4]"
4325,1003,1,1,True,-10,"(-1, -1)","(0, 2)","[2, 0]","[1, 1]"
4326,711,1,1,False,10,"(0, 2)","(0, 2)","[1, 1, 2, 1, 2, 0]","[1, 1, 3, 1, 4, 4]"
4327,417,1,1,False,10,"(0, 2)","(0, 2)","[1, 1, 0, 0, 1, 2, 2, 2, 1]","[2, 1, 2, 2, 2, 4, 4, 4, 4]"
4328,403,1,1,False,10,"(1, 3)","(1, 3)","[1, 0, 3, 0, 0, 2, 0, 0, 0, 0, 3]","[1, 1, 1, 1, 2, 1, 4, 4, 4, 4, 4]"
4329,376,1,1,False,4,"(0, 3)","(1, 3)","[3, 3, 3, 4]","[1, 1, 2, 1]"
4330,642,1,1,False,10,"(0, 2)","(0, 2)","[1, 3, 3, 1, 1, 4]","[1, 1, 2, 1, 1, 2]"
4331,847,1,1,False,4,"(0, 3)","(1, 3)","[1, 1, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1]"
4332,56,1,1,False,10,"(1, 3)","(1, 3)","[0, 0, 0, 2, 4, 4]","[0, 0, 0, 0, 3, 3]"
4333,928,1,1,False,10,"(0, 2)","(0, 2)","[1, 0, 3, 3, 0, 0, 3, 0, 0, 2]","[2, 1, 1, 1, 2, 2, 1, 4, 4, 4]"
4334,243,1,1,False,4,"(1, 2)","(0, 2)","[1, 0, 3, 3, 1, 3, 3, 3]","[0, 2, 0, 0, 0, 2, 0, 4]"
4335,742,1,1,False,10,"(1, 3)","(1, 3)","[2, 2, 0, 2]","[0, 0, 0, 3]"
4336,810,1,1,False,10,"(1, 3)","(1, 3)","[0, 0, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1]","[0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4]"
4337,603,1,1,False,10,"(0, 2)","(0, 2)","[1, 1, 3, 3, 3, 3, 0, 3]","[1, 1, 2, 2, 4, 4, 4, 4]"
4338,932,1,1,False,10,"(0, 2)","(0, 2)","[1, 3, 3, 1, 1, 3]","[1, 1, 3, 3, 4, 4]"
4339,225,1,1,False,10,"(1, 3)","(1, 3)","[2, 2, 1, 1, 4]","[2, 1, 1, 1, 2]"
4340,987,1,1,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 3]","[3, 1, 3, 3]"
4341,636,1,1,False,4,"(0, 3)","(1, 3)","[2, 2, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0]","[1, 1, 1, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4]"
4342,896,1,1,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 3, 2, 0, 0]","[0, 3, 3, 0, 3, 3, 4]"
4343,196,1,1,False,10,"(0, 2)","(0, 2)","[3, 3, 1, 1, 0, 3, 3, 0, 0]","[1, 1, 1, 1, 2, 4, 4, 4, 4]"
4344,514,1,1,False,4,"(0, 3)","(1, 3)","[3, 1, 0, 0, 0, 4, 4, 4]","[3, 3, 1, 1, 3, 1, 1, 1]"
4345,985,1,1,False,10,"(1, 3)","(1, 3)","[2, 0, 2, 2, 2, 2, 4]","[3, 3, 1, 3, 3, 0, 0]"
4346,654,1,1,False,10,"(0, 2)","(0, 2)","[0, 0, 2, 2, 2, 2, 2, 2]","[0, 2, 2, 1, 2, 2, 2, 4]"
4347,721,1,1,False,10,"(1, 3)","(1, 3)","[1, 3, 3, 1, 1, 4]","[1, 1, 1, 1, 2, 2]"
4348,15,1,1,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 1, 4, 4]","[0, 3, 3, 1, 3, 3]"
4349,997,1,1,False,4,"(1, 2)","(0, 2)","[1, 3, 4, 4, 4, 4, 4, 4]","[1, 2, 1, 1, 2, 1, 2, 2]"
4350,152,1,1,False,10,"(0, 2)","(0, 2)","[2, 2, 2, 2, 3, 0]","[2, 2, 0, 2, 4, 4]"
4351,557,1,1,False,4,"(0, 3)","(1, 3)","[2, 0, 0, 0, 3, 4, 4]","[1, 1, 1, 1, 3, 3, 3]"
4352,299,1,1,False,0,"(-1, 3)","(1, 3)","[2, 3, 3, 3, 3, 3, 1, 2, 1, 1, 2, 1, 1, 1, 0, 2, 2, 2, 2, 1]","[0, 2, 0, 0, 0, 2, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
4353,81,1,1,False,-10,"(-1, -1)","(1, 3)","[1, 3, 3, 3]","[2, 2, 1, 1]"
4354,265,1,1,False,4,"(1, 2)","(0, 2)","[0, 0, 0, 2, 2, 2, 2, 0, 2, 0]","[1, 1, 1, 2, 2, 4, 4, 4, 4, 4]"
4355,498,1,1,False,4,"(1, 2)","(0, 2)","[2, 0, 0, 4, 4]","[1, 1, 3, 3, 3]"
4356,1001,1,1,True,10,"(1, 3)","(1, 3)","[2, 2, 2, 2]","[0, 3, 3, 3]"
4357,1002,1,1,True,10,"(0, 2)","(0, 2)","[1, 3, 3, 3, 3, 3, 3]","[1, 2, 1, 1, 3, 3, 4]"
4358,1003,1,1,True,10,"(0, 2)","(0, 2)","[0, 0, 3, 3, 3, 3, 3, 0, 0, 0]","[1, 1, 3, 3, 3, 4, 4, 4, 4, 4]"
4359,893,1,1,False,10,"(0, 2)","(0, 2)","[1, 1, 2, 1, 4]","[0, 3, 0, 0, 3]"
4360,840,1,1,False,10,"(0, 2)","(0, 2)","[1, 2, 2, 2, 0, 2, 1]","[1, 2, 2, 2, 1, 2, 4]"
4361,158,1,1,False,10,"(0, 2)","(0, 2)","[1, 2, 2, 2, 0, 0, 3, 3, 0, 3, 3, 3, 0]","[2, 0, 2, 2, 2, 2, 2, 0, 4, 4, 4, 4, 4]"
4362,163,1,1,False,10,"(1, 3)","(1, 3)","[3, 3, 0, 3, 1, 1, 4]","[2, 2, 2, 2, 2, 0, 2]"
4363,541,1,1,False,10,"(1, 3)","(1, 3)","[3, 3, 0, 3, 3, 3, 1, 2, 4]","[0, 0, 2, 2, 0, 2, 2, 2, 2]"
4364,166,1,1,False,10,"(0, 2)","(0, 2)","[3, 3, 1, 1, 1, 1, 3, 1, 1]","[1, 1, 1, 3, 1, 1, 4, 4, 4]"
4365,484,1,1,False,10,"(1, 3)","(1, 3)","[0, 0, 0, 3, 0]","[1, 1, 3, 3, 4]"
4366,880,1,1,False,10,"(1, 3)","(1, 3)","[0, 0, 0, 3, 0, 0, 2, 2, 2, 1, 1, 2]","[3, 3, 3, 1, 1, 1, 2, 1, 2, 4, 4, 4]"
4367,525,1,1,False,10,"(1, 3)","(1, 3)","[0, 0, 0, 3, 4, 4, 3, 4, 1]","[0, 2, 2, 2, 0, 2, 2, 2, 2]"
4368,23,1,1,False,10,"(0, 2)","(0, 2)","[0, 3, 3, 1, 1, 1, 1, 1, 1]","[0, 3, 3, 0, 0, 0, 0, 4, 4]"
4369,288,1,1,False,10,"(0, 2)","(0, 2)","[3, 3, 3, 0, 0, 0, 2]","[1, 3, 3, 3, 4, 4, 4]"
4370,473,1,1,False,10,"(0, 2)","(0, 2)","[1, 1, 1, 3, 3, 3, 3]","[1, 1, 2, 2, 2, 4, 4]"
4371,928,1,1,False,10,"(0, 2)","(0, 2)","[3, 3, 0, 0, 3, 0, 0, 2]","[2, 1, 1, 1, 2, 2, 1, 4]"
4372,456,1,1,False,10,"(0, 2)","(0, 2)","[3, 1, 1, 1, 1, 3, 4, 1]","[0, 2, 2, 2, 2, 2, 2, 2]"
4373,471,1,1,False,10,"(0, 2)","(0, 2)","[2, 2, 2, 1]","[1, 1, 2, 2]"
4374,465,1,1,False,10,"(0, 2)","(0, 2)","[0, 3, 0, 3, 3, 4, 4, 1]","[3, 0, 3, 3, 3, 0, 3, 3]"
4375,254,1,1,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 0, 0, 2]","[0, 2, 0, 2, 4, 4]"
4376,304,1,1,False,10,"(0, 2)","(0, 2)","[0, 0, 0, 0, 0, 0, 3, 1]","[1, 1, 3, 3, 3, 3, 4, 4]"
4377,7,1,1,False,10,"(1, 3)","(1, 3)","[2, 2, 0, 0, 0, 3, 0]","[1, 3, 1, 3, 1, 1, 2]"
4378,509,1,1,False,-10,"(-1, -1)","(1, 3)","[2, 0]","[3, 3]"
4379,588,1,1,False,10,"(1, 3)","(1, 3)","[1, 3, 4, 3, 1, 1, 3]","[0, 0, 0, 3, 3, 4, 4]"
4380,192,1,1,False,4,"(0, 3)","(1, 3)","[0, 3, 3, 3, 3, 1]","[3, 0, 3, 3, 4, 4]"
4381,813,1,1,False,10,"(0, 2)","(0, 2)","[1, 2, 3, 0, 0, 2, 2, 2, 2, 1, 1, 3]","[3, 0, 0, 0, 0, 3, 0, 3, 4, 4, 4, 4]"
4382,149,1,1,False,4,"(1, 2)","(0, 2)","[2, 2, 1, 1, 1, 1, 1, 3]","[1, 1, 1, 2, 1, 2, 2, 2]"
4383,842,1,1,False,10,"(0, 2)","(0, 2)","[1, 1, 1, 1, 3, 1]","[1, 1, 1, 2, 2, 4]"
4384,305,1,1,False,-10,"(-1, -1)","(0, 2)","[1, 1, 2, 1, 1, 2, 4, 4]","[2, 1, 1, 1, 3, 1, 1, 3]"
4385,866,1,1,False,10,"(1, 3)","(1, 3)","[0, 0, 3, 3, 0, 0, 4, 2]","[0, 0, 0, 3, 3, 3, 3, 3]"
4386,170,1,1,False,10,"(1, 3)","(1, 3)","[0, 0, 0, 3, 4, 3]","[0, 2, 2, 2, 1, 2]"
4387,523,1,1,False,10,"(1, 3)","(1, 3)","[3, 0, 3, 0, 3, 0]","[1, 1, 2, 2, 4, 4]"
4388,231,1,1,False,10,"(1, 3)","(1, 3)","[3, 1, 4, 0, 2, 0, 0, 0, 3, 4]","[2, 0, 0, 0, 0, 0, 3, 3, 3, 3]"
4389,1001,1,1,True,10,"(1, 3)","(1, 3)","[2, 2, 1, 1, 1, 1, 2, 0, 0, 0, 0, 2]","[0, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4]"
4390,1002,1,1,True,10,"(0, 2)","(0, 2)","[1, 3, 3, 3, 3, 3, 3]","[1, 2, 1, 1, 3, 3, 4]"
4391,1003,1,1,True,10,"(0, 2)","(0, 2)","[0, 0, 3, 3, 3, 3, 3, 0, 0, 0]","[1, 1, 3, 3, 3, 4, 4, 4, 4, 4]"
4392,105,1,1,False,10,"(1, 3)","(1, 3)","[1, 1, 1, 2, 1]","[3, 3, 3, 1, 3]"
4393,533,1,1,False,10,"(0, 2)","(0, 2)","[1, 0, 2, 2, 2, 2, 2]","[0, 0, 0, 3, 4, 4, 4]"
4394,30,1,1,False,-10,"(-1, 3)","(1, 3)","[2, 2, 2, 1, 1, 1]","[2, 2, 2, 2, 4, 4]"
