,game_idx,ai_treatment,hint_treatment,is_tutorial_game,reward,hit_goals,designed_goals,player0_move,player1_move
0,1001,1,1,True,10,"(1, 3)","(1, 3)","[2, 2, 2, 2]","[0, 3, 3, 3]"
1,1002,1,1,True,-10,"(-1, -1)","(0, 2)","[0, 0]","[1, 2]"
2,1003,1,1,True,-10,"(-1, -1)","(0, 2)","[0, 4, 4]","[1, 1, 3]"
3,586,1,1,False,10,"(0, 2)","(0, 2)","[3, 2, 3, 3, 1, 0, 0, 3]","[0, 0, 3, 3, 3, 3, 3, 1]"
4,210,1,1,False,10,"(1, 3)","(1, 3)","[0, 3, 3, 3, 2, 2, 2, 2, 0, 0, 2, 2]","[1, 1, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4]"
5,905,1,1,False,4,"(0, 3)","(1, 3)","[0, 2, 1, 1, 2, 2, 2, 1, 1, 1, 3]","[2, 0, 2, 0, 4, 4, 4, 4, 4, 4, 4]"
6,206,1,1,False,4,"(1, 2)","(0, 2)","[3, 4, 4, 4, 4, 4]","[1, 1, 3, 3, 3, 1]"
7,297,1,1,False,-10,"(-1, -1)","(0, 2)","[3, 3]","[0, 0]"
8,783,1,1,False,10,"(0, 2)","(0, 2)","[2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1]","[2, 2, 2, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
9,183,1,1,False,10,"(0, 2)","(0, 2)","[3, 3, 3, 1, 1, 0, 3]","[0, 2, 2, 2, 2, 2, 4]"
10,948,1,1,False,10,"(0, 2)","(0, 2)","[3, 1, 2, 2, 2, 3, 3, 1, 1, 1, 1, 1]","[1, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4]"
11,33,1,1,False,10,"(1, 3)","(1, 3)","[0, 2, 1, 2, 2, 2, 4, 4, 4, 4]","[0, 0, 0, 2, 0, 2, 0, 0, 3, 3]"
12,985,1,1,False,10,"(1, 3)","(1, 3)","[2, 0, 2, 2, 2, 2, 4]","[3, 3, 1, 3, 3, 0, 0]"
13,216,1,1,False,4,"(1, 2)","(0, 2)","[0, 2, 2, 2, 4]","[1, 2, 1, 2, 1]"
14,645,1,1,False,10,"(1, 3)","(1, 3)","[0, 0, 3, 3, 2, 2, 2, 0]","[1, 1, 3, 3, 4, 4, 4, 4]"
15,936,1,1,False,4,"(0, 3)","(1, 3)","[0, 0, 1, 1, 2, 2, 2, 0]","[1, 1, 2, 1, 2, 1, 1, 1]"
16,983,1,1,False,10,"(0, 2)","(0, 2)","[3, 3, 3, 0, 4, 4, 4, 4, 4]","[0, 2, 0, 0, 2, 2, 2, 0, 2]"
17,181,1,1,False,4,"(1, 2)","(0, 2)","[2, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 3, 3, 1]"
18,21,1,1,False,4,"(0, 3)","(1, 3)","[1, 1, 2, 2, 0, 2, 4, 4]","[1, 3, 3, 3, 3, 3, 3, 3]"
19,720,1,1,False,4,"(0, 3)","(1, 3)","[1, 3, 3, 1, 1, 1, 1, 1, 1, 2, 2]","[1, 1, 3, 3, 3, 3, 3, 4, 4, 4, 4]"
20,652,1,1,False,4,"(1, 2)","(0, 2)","[1, 1, 3, 3, 0, 0, 0, 0, 3]","[1, 3, 3, 3, 4, 4, 4, 4, 4]"
21,686,1,1,False,-10,"(-1, -1)","(0, 2)","[0, 2, 2, 2]","[3, 3, 3, 3]"
22,598,1,1,False,10,"(0, 2)","(0, 2)","[3, 2, 1, 1, 1, 2, 2, 2]","[1, 1, 1, 3, 3, 4, 4, 4]"
23,34,1,1,False,10,"(1, 3)","(1, 3)","[2, 1, 1, 1, 2]","[1, 1, 1, 1, 4]"
24,569,1,1,False,4,"(0, 3)","(1, 3)","[2, 2, 0, 3, 0, 0, 0, 0, 2, 0, 0, 3, 3, 3]","[1, 2, 1, 1, 1, 1, 1, 2, 2, 4, 4, 4, 4, 4]"
25,10,1,1,False,10,"(0, 2)","(0, 2)","[2, 2, 2, 2, 4, 4]","[0, 0, 0, 2, 0, 0]"
26,433,1,1,False,10,"(1, 3)","(1, 3)","[3, 2, 3, 0, 0, 0, 2, 2, 2, 2, 0, 3]","[1, 1, 1, 2, 2, 2, 4, 4, 4, 4, 4, 4]"
27,8,1,1,False,10,"(1, 3)","(1, 3)","[2, 1, 1, 1, 2, 2, 2, 0]","[1, 1, 3, 1, 3, 4, 4, 4]"
28,83,1,1,False,10,"(0, 2)","(0, 2)","[2, 2, 3, 3, 3, 3, 1, 1, 3, 3, 3, 1]","[2, 0, 2, 0, 0, 0, 2, 2, 4, 4, 4, 4]"
29,66,1,1,False,10,"(0, 2)","(0, 2)","[0, 3, 1, 1, 1, 3, 3, 0, 4]","[1, 3, 3, 3, 0, 0, 0, 0, 2]"
30,765,1,1,False,10,"(0, 2)","(0, 2)","[1, 1, 1, 3, 1, 3, 3, 3]","[2, 0, 2, 0, 4, 4, 4, 4]"
31,129,1,1,False,10,"(1, 3)","(1, 3)","[0, 2, 2, 3, 3, 3, 2, 2, 2, 0, 0, 0, 3]","[2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4]"
32,342,1,1,False,10,"(1, 3)","(1, 3)","[3, 2, 2, 0, 2, 2]","[0, 0, 3, 3, 4, 4]"
33,1001,0,1,True,-10,"(-1, 3)","(1, 3)","[2, 3, 2, 2, 2, 1, 1, 3, 3, 3, 3]","[0, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4]"
34,1002,0,1,True,-10,"(-1, 2)","(0, 2)","[1, 1, 0, 3, 3, 3, 3, 2, 0, 2]","[1, 2, 1, 1, 3, 3, 4, 4, 4, 4]"
35,1003,0,1,True,-10,"(-1, -1)","(0, 2)","[0, 0, 1]","[1, 1, 3]"
36,226,0,1,False,10,"(0, 2)","(0, 2)","[3, 3, 3, 3, 0, 0, 2, 2, 3, 0]","[0, 2, 0, 2, 0, 0, 0, 0, 2, 4]"
37,581,0,1,False,-10,"(-1, 2)","(0, 2)","[2, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 3]","[0, 3, 3, 1, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4]"
38,932,0,1,False,-10,"(-1, 2)","(0, 2)","[1, 3, 3, 0, 0, 0, 3]","[1, 1, 3, 3, 4, 4, 4]"
39,864,0,1,False,-10,"(-1, 2)","(0, 2)","[1, 1, 1, 0, 3, 3, 3, 3, 1, 3, 3, 3, 0]","[3, 3, 3, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4]"
40,658,0,1,False,-10,"(-1, 3)","(1, 3)","[0, 0, 0, 2, 2, 2, 1, 2, 2, 2, 2]","[0, 2, 2, 1, 1, 1, 2, 4, 4, 4, 4]"
41,771,0,1,False,-10,"(-1, 3)","(1, 3)","[1, 0, 2, 2, 2, 2, 2, 2, 1]","[1, 1, 1, 1, 1, 2, 2, 1, 4]"
42,418,0,1,False,-10,"(-1, 2)","(0, 2)","[1, 2, 2, 2, 2, 3, 3, 3, 3, 1]","[3, 3, 3, 3, 3, 1, 3, 4, 4, 4]"
43,873,0,1,False,-10,"(-1, 2)","(0, 2)","[1, 1, 1, 0, 2, 2, 2, 2, 2, 2]","[0, 0, 2, 2, 4, 4, 4, 4, 4, 4]"
44,830,0,1,False,-10,"(-1, 3)","(1, 3)","[2, 0, 0, 0, 0, 2, 0, 0, 0, 2]","[0, 0, 3, 0, 3, 4, 4, 4, 4, 4]"
45,543,0,1,False,-10,"(-1, 2)","(0, 2)","[1, 0, 0, 0, 0, 2, 2]","[0, 0, 0, 3, 3, 3, 4]"
46,350,0,1,False,-10,"(-1, 3)","(1, 3)","[3, 3, 3, 3, 2, 2, 1, 1]","[2, 2, 1, 2, 1, 4, 4, 4]"
47,72,0,1,False,-10,"(-1, 2)","(0, 2)","[2, 2, 0, 0, 2, 1, 1]","[0, 3, 3, 1, 1, 1, 4]"
48,246,0,1,False,-10,"(-1, 2)","(0, 2)","[1, 1, 2, 2, 2, 2, 0, 0, 0, 3]","[2, 2, 2, 2, 2, 1, 1, 1, 3, 4]"
49,765,0,1,False,-10,"(-1, 2)","(0, 2)","[1, 1, 3, 3, 3, 0, 0, 0]","[2, 0, 2, 0, 4, 4, 4, 4]"
50,364,0,1,False,-10,"(-1, -1)","(0, 2)","[1, 0, 3, 3]","[1, 1, 2, 2]"
51,330,0,1,False,-10,"(-1, -1)","(0, 2)","[0, 3]","[1, 2]"
52,698,0,1,False,-10,"(-1, -1)","(1, 3)","[0, 3, 3, 1]","[0, 0, 2, 2]"
53,845,0,1,False,-10,"(-1, 2)","(0, 2)","[0, 3, 3, 3, 1, 1, 0, 0, 3]","[2, 0, 2, 0, 0, 3, 4, 4, 4]"
54,882,0,1,False,-10,"(-1, 3)","(1, 3)","[1, 1, 3, 1, 0, 0, 0, 3, 3, 3, 3, 3, 1, 2]","[0, 0, 3, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
55,457,0,1,False,-10,"(-1, 3)","(1, 3)","[1, 3, 3, 2, 3, 2, 2, 1, 1, 1, 3, 3, 3, 3, 3]","[3, 1, 1, 2, 1, 1, 1, 3, 4, 4, 4, 4, 4, 4, 4]"
56,547,0,1,False,-10,"(-1, 3)","(1, 3)","[3, 1, 1, 1, 1, 0, 2, 2, 0, 0]","[0, 0, 3, 0, 0, 2, 0, 0, 4, 4]"
57,638,0,1,False,-10,"(-1, 2)","(0, 2)","[1, 2, 2, 0, 0, 0, 3, 3, 2, 3, 0, 3]","[0, 2, 2, 0, 4, 4, 4, 4, 4, 4, 4, 4]"
58,249,0,1,False,-10,"(-1, -1)","(0, 2)","[1, 1]","[0, 0]"
59,375,0,1,False,-10,"(-1, -1)","(0, 2)","[3, 1, 1, 3]","[0, 0, 0, 0]"
60,359,0,1,False,10,"(1, 3)","(1, 3)","[2, 2, 2, 2, 2, 4, 4]","[3, 3, 3, 3, 1, 1, 3]"
61,824,0,1,False,-10,"(-1, 2)","(0, 2)","[1, 3, 3, 0, 2, 2, 2, 1, 1]","[0, 0, 0, 0, 0, 3, 4, 4, 4]"
62,208,0,1,False,-10,"(-1, 3)","(1, 3)","[0, 0, 1, 3, 3, 3, 3, 0, 1, 1, 0, 2, 2, 2, 2, 1, 1]","[2, 0, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
63,488,0,1,False,-10,"(-1, 2)","(0, 2)","[1, 1, 0, 2, 2, 2, 2, 2, 2, 2, 1, 1, 3, 3, 3]","[1, 1, 1, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
64,324,0,1,False,-10,"(-1, 2)","(0, 2)","[0, 0, 3, 3, 3, 2, 3, 2, 3, 3, 3, 2, 2, 2, 0, 0, 0, 2, 2]","[0, 0, 2, 2, 0, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
65,289,0,1,False,-10,"(-1, 3)","(1, 3)","[2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[1, 1, 1, 1, 1, 2, 2, 2, 4, 4, 4, 4, 4]"
66,1001,1,0,True,0,"(-1, 3)","(1, 3)","[0, 0, 1, 1, 0, 0, 0, 3, 3, 3, 4, 2, 2, 2, 2, 1, 1, 1, 0, 3]","[0, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
67,1002,1,0,True,10,"(0, 2)","(0, 2)","[1, 3, 3, 3, 3, 3, 3]","[1, 2, 1, 1, 3, 3, 4]"
68,1003,1,0,True,-10,"(-1, -1)","(0, 2)","[0, 0, 3, 3, 1]","[1, 1, 3, 3, 3]"
69,448,1,0,False,-10,"(-1, -1)","(0, 2)","[3, 3, 3]","[2, 2, 2]"
70,45,1,0,False,0,"(-1, 3)","(1, 3)","[2, 2, 3, 3, 1, 1, 2, 3, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 1, 3]","[1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
71,661,1,0,False,10,"(0, 2)","(0, 2)","[3, 2, 3, 2, 1, 1, 3, 3, 3, 3, 3, 3, 0, 0]","[2, 1, 1, 2, 2, 2, 0, 0, 2, 4, 4, 4, 4, 4]"
72,137,1,0,False,10,"(1, 3)","(1, 3)","[1, 1, 1, 2, 4, 4, 4]","[1, 2, 2, 0, 2, 0, 2]"
73,637,1,0,False,-10,"(-1, -1)","(0, 2)","[1, 0, 0]","[1, 3, 1]"
74,5,1,0,False,4,"(1, 2)","(0, 2)","[3, 3, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4]","[0, 2, 0, 0, 0, 3, 0, 3, 3, 1, 1, 1, 3, 3]"
75,178,1,0,False,-10,"(-1, -1)","(1, 3)","[1, 1, 0, 2, 2, 1, 1, 1, 1, 4]","[1, 1, 1, 1, 2, 2, 2, 2, 0, 0]"
76,814,1,0,False,4,"(0, 3)","(1, 3)","[1, 2, 2, 4, 4, 4]","[1, 3, 1, 1, 1, 1]"
77,149,1,0,False,4,"(1, 2)","(0, 2)","[2, 2, 1, 1, 1, 1, 1, 3]","[1, 1, 1, 2, 1, 2, 2, 2]"
78,216,1,0,False,4,"(1, 2)","(0, 2)","[3, 0, 2, 2, 2, 2]","[1, 2, 1, 2, 1, 4]"
79,10,1,0,False,10,"(0, 2)","(0, 2)","[1, 1, 2, 0, 2, 2, 0, 2]","[0, 0, 0, 2, 0, 0, 4, 4]"
80,68,1,0,False,-10,"(-1, 3)","(1, 3)","[3, 3, 1, 1, 1, 1, 1, 1, 3]","[3, 1, 3, 3, 3, 1, 3, 4, 4]"
81,999,1,0,False,4,"(1, 2)","(0, 2)","[2, 2, 4, 4]","[0, 2, 2, 2]"
82,978,1,0,False,10,"(1, 3)","(1, 3)","[2, 3, 3, 0, 0, 3]","[0, 0, 0, 3, 4, 4]"
83,606,1,0,False,10,"(0, 2)","(0, 2)","[3, 3, 3, 3, 3, 3, 4]","[1, 1, 1, 1, 1, 3, 3]"
84,941,1,0,False,4,"(0, 3)","(1, 3)","[0, 0, 0, 2, 2, 4]","[1, 1, 1, 1, 2, 2]"
85,876,1,0,False,4,"(1, 2)","(0, 2)","[1, 0, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1]","[0, 0, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4]"
86,62,1,0,False,10,"(1, 3)","(1, 3)","[1, 1, 1, 1, 1]","[1, 1, 2, 2, 1]"
87,598,1,0,False,10,"(0, 2)","(0, 2)","[1, 2, 2, 2, 1, 1]","[1, 1, 1, 3, 3, 4]"
88,988,1,0,False,10,"(1, 3)","(1, 3)","[1, 1, 1, 3, 3]","[2, 0, 0, 0, 4]"
89,8,1,0,False,10,"(1, 3)","(1, 3)","[1, 1, 1, 2, 2, 2, 0, 2]","[1, 1, 3, 1, 3, 4, 4, 4]"
90,357,1,0,False,10,"(1, 3)","(1, 3)","[2, 2, 2, 2, 2]","[0, 0, 2, 0, 4]"
91,220,1,0,False,10,"(1, 3)","(1, 3)","[2, 0, 2, 0, 4, 4, 4]","[0, 0, 0, 2, 0, 2, 2]"
92,817,1,0,False,10,"(0, 2)","(0, 2)","[1, 1, 1, 1, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 3, 3, 3, 1, 3, 3]"
93,134,1,0,False,-10,"(0, -1)","(1, 3)","[3, 4, 4, 4, 4, 4]","[1, 3, 3, 1, 1, 3]"
94,867,1,0,False,10,"(1, 3)","(1, 3)","[1, 1, 3, 1, 4, 4, 4]","[0, 2, 0, 0, 2, 2, 2]"
95,295,1,0,False,10,"(1, 3)","(1, 3)","[2, 2, 1, 1, 2, 2, 2, 0, 0]","[3, 3, 3, 0, 0, 0, 2, 0, 0]"
96,627,1,0,False,10,"(0, 2)","(0, 2)","[0, 0, 2, 2, 2, 2, 0, 3]","[1, 1, 1, 1, 1, 2, 2, 2]"
97,464,1,0,False,4,"(1, 2)","(0, 2)","[0, 2, 1, 1, 2]","[1, 1, 3, 1, 4]"
98,825,1,0,False,4,"(0, 3)","(1, 3)","[1, 0, 0, 0, 2, 2, 0, 0, 3]","[1, 1, 2, 1, 1, 2, 2, 2, 2]"
99,1001,0,0,True,4,"(0, 3)","(1, 3)","[2, 2, 3, 3, 0, 3, 3, 3, 1, 1]","[0, 3, 3, 3, 4, 4, 4, 4, 4, 4]"
100,1002,0,0,True,10,"(0, 2)","(0, 2)","[1, 3, 3, 3, 3, 3, 3]","[1, 2, 1, 1, 3, 3, 4]"
101,1003,0,0,True,10,"(0, 2)","(0, 2)","[0, 0, 3, 3, 3, 3, 3, 3, 2, 0, 0, 0]","[1, 1, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4]"
102,227,0,0,False,-10,"(-1, -1)","(1, 3)","[3, 3]","[2, 2]"
103,439,0,0,False,4,"(1, 2)","(0, 2)","[0, 0, 0, 3, 4, 4]","[0, 0, 3, 3, 3, 3]"
104,978,0,0,False,10,"(1, 3)","(1, 3)","[2, 2, 1, 3, 0, 3, 3, 0, 0, 3]","[0, 0, 0, 3, 4, 4, 4, 4, 4, 4]"
105,575,0,0,False,10,"(0, 2)","(0, 2)","[2, 2, 2, 3, 3, 3, 2, 2, 0, 0, 0, 3, 3, 3, 3, 3]","[1, 2, 1, 1, 1, 2, 2, 1, 4, 4, 4, 4, 4, 4, 4, 4]"
106,90,0,0,False,10,"(0, 2)","(0, 2)","[0, 0, 2, 2]","[1, 2, 2, 2]"
107,907,0,0,False,4,"(0, 3)","(1, 3)","[0, 1, 1, 2]","[1, 2, 2, 2]"
108,576,0,0,False,10,"(1, 3)","(1, 3)","[2, 1, 2, 2]","[0, 3, 3, 3]"
109,930,0,0,False,10,"(1, 3)","(1, 3)","[0, 3, 3, 3, 3, 4, 4, 4]","[1, 3, 1, 1, 1, 3, 3, 3]"
110,664,0,0,False,4,"(1, 2)","(0, 2)","[1, 1, 1, 3, 3, 3]","[0, 0, 0, 0, 2, 2]"
111,704,0,0,False,10,"(0, 2)","(0, 2)","[1, 2, 2, 2, 1, 2, 2, 1]","[2, 1, 1, 2, 4, 4, 4, 4]"
112,50,0,0,False,4,"(1, 2)","(0, 2)","[2, 2, 1, 1, 2, 2]","[1, 2, 2, 2, 2, 0]"
113,226,0,0,False,10,"(0, 2)","(0, 2)","[0, 0, 3, 3, 3, 0, 4, 4, 4]","[0, 2, 0, 2, 0, 0, 0, 0, 2]"
114,133,0,0,False,4,"(1, 2)","(0, 2)","[3, 3, 3, 1, 3, 3]","[1, 1, 3, 3, 3, 4]"
115,197,0,0,False,10,"(1, 3)","(1, 3)","[3, 3, 3, 0, 2, 2, 0, 0, 0, 0]","[3, 0, 0, 3, 3, 4, 4, 4, 4, 4]"
116,614,0,0,False,10,"(0, 2)","(0, 2)","[3, 3, 3, 3, 3]","[1, 1, 1, 1, 4]"
117,511,0,0,False,4,"(1, 2)","(0, 2)","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0]","[1, 2, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
118,113,0,0,False,4,"(1, 2)","(0, 2)","[2, 0, 0, 0, 3, 3, 3, 3, 0]","[1, 1, 1, 1, 2, 4, 4, 4, 4]"
119,778,0,0,False,-10,"(-1, 2)","(0, 2)","[3, 3, 0, 3, 3, 1, 1, 0, 1, 3]","[0, 2, 2, 0, 4, 4, 4, 4, 4, 4]"
120,466,0,0,False,4,"(1, 2)","(0, 2)","[2, 0, 2, 2, 3, 2, 0, 0, 0, 0, 0, 1, 3, 3, 3]","[0, 0, 2, 2, 2, 2, 1, 4, 4, 4, 4, 4, 4, 4, 4]"
121,222,0,0,False,10,"(0, 2)","(0, 2)","[0, 0, 2, 0, 0, 2]","[1, 1, 3, 1, 1, 2]"
122,534,0,0,False,4,"(1, 2)","(0, 2)","[1, 0, 0, 3, 4, 4, 4, 4, 4, 4]","[1, 2, 1, 1, 1, 1, 3, 3, 3, 3]"
123,869,0,0,False,4,"(0, 3)","(1, 3)","[3, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0]","[1, 2, 2, 2, 1, 4, 4, 4, 4, 4, 4]"
124,321,0,0,False,10,"(1, 3)","(1, 3)","[0, 1, 1, 1, 2, 2, 2]","[1, 2, 1, 1, 2, 4, 4]"
125,962,0,0,False,10,"(1, 3)","(1, 3)","[0, 0, 0, 3, 4]","[1, 1, 1, 3, 3]"
126,998,0,0,False,10,"(0, 2)","(0, 2)","[2, 0, 2, 0, 0, 0, 0]","[0, 0, 3, 3, 3, 1, 3]"
127,187,0,0,False,10,"(1, 3)","(1, 3)","[1, 1, 2, 2, 2, 2, 1]","[1, 1, 3, 3, 4, 4, 4]"
128,254,0,0,False,10,"(1, 3)","(1, 3)","[2, 0, 0, 3, 3, 3]","[0, 2, 0, 2, 4, 4]"
129,882,0,0,False,4,"(0, 3)","(1, 3)","[1, 1, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 2, 1]","[0, 0, 3, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
130,209,0,0,False,10,"(0, 2)","(0, 2)","[0, 0, 0, 0, 0, 3, 4]","[3, 0, 0, 0, 0, 0, 2]"
131,290,0,0,False,10,"(1, 3)","(1, 3)","[2, 2, 2, 2, 4]","[3, 3, 3, 3, 1]"
132,1001,1,1,True,0,"(-1, 3)","(1, 3)","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 0, 1, 1, 3, 1, 3]","[0, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
133,1002,1,1,True,10,"(0, 2)","(0, 2)","[1, 3, 3, 0, 4, 3, 1, 1, 3, 3, 0, 3]","[1, 2, 1, 1, 3, 3, 4, 4, 4, 4, 4, 4]"
134,1003,1,1,True,-10,"(-1, 2)","(0, 2)","[0, 3, 0, 3, 0, 4, 1, 3, 3, 1, 2, 2]","[1, 1, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4]"
135,987,1,1,False,4,"(0, 3)","(1, 3)","[1, 3, 1, 3, 2, 3, 1]","[3, 1, 3, 3, 4, 4, 4]"
136,584,1,1,False,10,"(1, 3)","(1, 3)","[1, 1, 3, 3, 3, 1]","[1, 1, 1, 1, 3, 1]"
137,779,1,1,False,4,"(1, 2)","(0, 2)","[4, 3, 3, 4, 4]","[0, 0, 3, 0, 3]"
138,881,1,1,False,10,"(0, 2)","(0, 2)","[1, 4, 4, 4, 0, 2, 2, 2, 3, 1, 1]","[1, 1, 1, 1, 1, 2, 4, 4, 4, 4, 4]"
139,946,1,1,False,-10,"(-1, -1)","(1, 3)","[0, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 3, 0, 0, 3, 3, 3]"
140,851,1,1,False,10,"(1, 3)","(1, 3)","[4, 3, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 3, 3, 4, 4, 2, 0]","[0, 0, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
141,62,1,1,False,4,"(0, 3)","(1, 3)","[1, 1, 4, 3, 3, 3, 3, 3, 3, 3, 0, 0]","[1, 1, 2, 2, 1, 4, 4, 4, 4, 4, 4, 4]"
142,317,1,1,False,4,"(0, 3)","(1, 3)","[1, 1, 4, 2, 4, 2, 3, 3, 0, 3, 3, 3, 1, 2]","[1, 1, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
143,428,1,1,False,-10,"(-1, -1)","(0, 2)","[4, 4, 3, 3, 4, 4]","[2, 2, 2, 1, 2, 2]"
144,117,1,1,False,10,"(0, 2)","(0, 2)","[3, 4, 4, 1, 3, 3]","[1, 3, 3, 3, 4, 4]"
145,301,1,1,False,-10,"(-1, -1)","(1, 3)","[4, 1, 1]","[3, 3, 3]"
146,236,1,1,False,-10,"(-1, -1)","(0, 2)","[4, 1, 3]","[0, 2, 2]"
147,652,1,1,False,10,"(0, 2)","(0, 2)","[3, 3, 4, 1, 0, 0, 2, 1, 2, 2, 2, 2, 0, 4, 3, 0]","[1, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
148,796,1,1,False,4,"(0, 3)","(1, 3)","[4, 2, 0, 0, 4, 2, 2, 1, 1, 1, 2, 2, 1]","[3, 3, 3, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4]"
149,767,1,1,False,-10,"(-1, 2)","(0, 2)","[3, 4, 1, 3, 3, 4, 2, 3, 1]","[0, 2, 2, 2, 4, 4, 4, 4, 4]"
150,249,1,1,False,-10,"(-1, -1)","(0, 2)","[3, 1, 2]","[0, 0, 0]"
151,643,1,1,False,0,"(-1, 3)","(1, 3)","[0, 2, 4, 2, 3, 1, 2, 4, 3, 1, 4, 3, 2, 4, 3, 2, 3, 3, 4, 2]","[3, 3, 3, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
152,160,1,1,False,10,"(1, 3)","(1, 3)","[4, 2, 2, 4, 2, 2]","[3, 3, 3, 1, 1, 3]"
153,805,1,1,False,4,"(0, 3)","(1, 3)","[3, 3, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 3, 3, 0, 0, 0, 2, 4, 1]","[3, 1, 1, 1, 1, 1, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
154,367,1,1,False,-10,"(-1, 2)","(0, 2)","[3, 1, 3, 4, 4, 1, 4, 0, 0, 0]","[3, 3, 0, 0, 3, 3, 3, 3, 4, 4]"
155,423,1,1,False,-10,"(-1, -1)","(1, 3)","[3, 2, 1, 4, 4]","[0, 2, 0, 0, 2]"
156,365,1,1,False,0,"(-1, 3)","(1, 3)","[4, 4, 3, 2, 4, 4, 3, 2, 4, 4, 2, 4, 4, 3, 4, 2, 3, 3, 3, 1]","[2, 1, 1, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
157,914,1,1,False,4,"(1, 2)","(0, 2)","[1, 1, 4, 3, 1, 2, 4, 2, 2, 4, 2, 2, 2, 2, 4, 0]","[3, 3, 0, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
158,714,1,1,False,4,"(0, 3)","(1, 3)","[3, 3, 0, 3, 3, 1]","[0, 0, 0, 3, 4, 4]"
159,725,1,1,False,10,"(0, 2)","(0, 2)","[2, 2, 2, 0, 3, 0, 0]","[0, 2, 2, 2, 0, 4, 4]"
160,482,1,1,False,10,"(1, 3)","(1, 3)","[1, 2, 4, 3, 0, 0, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 0, 0, 0, 2, 2]"
161,571,1,1,False,4,"(1, 2)","(0, 2)","[1, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 3]"
162,124,1,1,False,10,"(0, 2)","(0, 2)","[3, 3, 3, 2, 0, 0, 0, 4]","[2, 2, 1, 1, 1, 2, 2, 1]"
163,433,1,1,False,10,"(1, 3)","(1, 3)","[3, 0, 0, 0, 2, 2, 2, 0]","[1, 1, 1, 2, 2, 2, 4, 4]"
164,515,1,1,False,10,"(0, 2)","(0, 2)","[0, 0, 0, 2, 1, 2]","[0, 0, 0, 2, 2, 2]"
165,1001,1,0,True,10,"(1, 3)","(1, 3)","[2, 2, 2, 2]","[0, 3, 3, 3]"
166,1002,1,0,True,10,"(0, 2)","(0, 2)","[1, 3, 3, 3, 3, 3, 3]","[1, 2, 1, 1, 3, 3, 4]"
