,human_belief,treatment,game_idx,designed_goal,player0_move,player1_move
2821,0,0,124,0,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]"
2822,0,0,89,0,"[0, 0, 0, 3, 3, 0]","[0, 0, 0, 3, 3, 0]"
2823,1,0,75,1,"[0, 0, 2, 2]","[0, 0, 2, 2]"
2824,1,0,121,1,"[0, 0, 2, 2]","[0, 0, 2, 2]"
2825,0,0,62,0,"[2, 1, 1, 2, 2]","[2, 1, 1, 2, 2]"
2826,1,0,66,1,"[0, 0, 0, 0, 3, 3]","[0, 0, 0, 0, 3, 3]"
2827,0,0,243,0,"[1, 2, 2, 0]","[1, 2, 2, 0]"
2828,1,0,34,0,"[0, 3, 0, 3]","[0, 3, 0, 3]"
2829,1,0,207,1,"[3, 3, 3, 1]","[3, 3, 3, 1]"
2830,0,0,185,0,"[1, 3, 1, 1]","[1, 3, 1, 1]"
2831,0,0,208,1,"[1, 1, 1, 2, 1, 1, 1]","[1, 1, 1, 2, 1, 1, 1]"
2832,0,0,26,0,"[0, 0, 0, 0]","[0, 0, 0, 0]"
2833,0,0,82,0,"[1, 2, 2, 2, 1, 1, 1]","[1, 2, 2, 2, 1, 1, 1]"
2834,0,0,196,1,"[2, 2, 2, 1, 2, 2]","[2, 2, 2, 1, 2, 2]"
2835,0,0,77,0,"[1, 2, 2, 0]","[1, 2, 2, 0]"
2836,1,0,120,1,"[3, 0, 0, 0, 2, 2]","[3, 0, 0, 0, 2, 2]"
2837,1,0,67,1,"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]"
2838,0,0,65,0,"[0, 0, 3, 0]","[0, 0, 3, 0]"
2839,1,0,109,0,"[0, 0, 3, 0, 0, 0]","[0, 0, 3, 0, 0, 0]"
2840,0,0,219,0,"[0, 2, 2, 2, 2, 2, 2]","[0, 2, 2, 2, 2, 2, 2]"
2841,0,0,129,0,"[2, 0, 0, 0, 0]","[2, 0, 0, 0, 0]"
2842,0,0,94,0,"[3, 3, 3, 3, 3]","[3, 3, 3, 3, 3]"
2843,0,0,57,0,"[1, 1, 1, 3, 3]","[1, 1, 1, 3, 3]"
2844,0,0,211,1,"[1, 2, 1, 1, 1]","[1, 2, 1, 1, 1]"
2845,0,0,74,0,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
2846,1,0,59,0,"[0, 0, 3, 0]","[0, 0, 3, 0]"
2847,0,0,36,0,"[2, 2, 1, 1, 1, 1]","[2, 2, 1, 1, 1, 1]"
2848,0,0,135,0,"[1, 3, 3, 3, 3]","[1, 3, 3, 3, 3]"
2849,1,0,155,0,"[2, 2, 0, 0, 2, 2, 2]","[2, 2, 0, 0, 2, 2, 2]"
2850,0,1,8,1,"[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]"
2851,0,1,16,1,"[1, 2, 1, 1, 1]","[1, 2, 1, 1, 1]"
2852,0,1,92,1,"[0, 0, 0, 0, 1, 2, 2, 2]","[0, 0, 0, 0, 1, 2, 2, 2]"
2853,0,1,237,1,"[3, 1, 3, 1, 1, 1]","[3, 1, 3, 1, 1, 1]"
2854,0,1,163,1,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
2855,0,1,28,0,"[0, 0, 0, 3]","[0, 0, 0, 3]"
2856,1,1,234,0,"[0, 0, 0, 3, 3, 3]","[0, 0, 0, 3, 3, 3]"
2857,1,1,7,0,"[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]"
2858,1,1,200,0,"[1, 2, 2, 1, 2, 2]","[1, 2, 2, 1, 2, 2]"
2859,0,1,21,1,"[1, 1, 2, 1, 2, 1]","[1, 1, 2, 1, 2, 1]"
2860,1,1,131,0,"[1, 1, 1, 3, 3]","[1, 1, 1, 3, 3]"
2861,0,1,62,0,"[1, 2, 2, 2, 2]","[1, 2, 2, 2, 2]"
2862,0,1,73,0,"[0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 3, 0]"
2863,0,1,245,0,"[0, 0, 0, 2, 0, 2]","[0, 0, 0, 2, 0, 2]"
2864,0,1,89,0,"[0, 0, 0, 3, 3, 3]","[0, 0, 0, 3, 3, 3]"
2865,0,1,42,0,"[0, 3, 3, 0, 3]","[0, 3, 3, 0, 3]"
2866,0,1,230,0,"[1, 2, 1, 2]","[1, 2, 1, 2]"
2867,0,1,10,1,"[0, 1, 2, 2, 1, 2, 2]","[0, 1, 2, 2, 1, 2, 2]"
2868,1,1,80,0,"[0, 2, 2, 2, 1]","[0, 2, 2, 2, 1]"
2869,1,1,136,0,"[0, 0, 1, 1, 3]","[0, 0, 1, 1, 3]"
2870,0,1,189,1,"[0, 0, 0, 3, 3]","[0, 0, 0, 3, 3]"
2871,0,1,100,0,"[3, 3, 3, 1]","[3, 3, 3, 1]"
2872,0,1,69,0,"[2, 1, 1, 1, 1]","[2, 1, 1, 1, 1]"
2873,0,1,82,0,"[1, 1, 3, 1, 1, 1, 2]","[1, 1, 3, 1, 1, 1, 2]"
2874,0,1,64,0,"[1, 1, 1, 3]","[1, 1, 1, 3]"
2875,0,1,17,0,"[0, 0, 1, 1, 1, 2, 1, 1]","[0, 0, 1, 1, 1, 2, 1, 1]"
2876,1,1,177,0,"[2, 2, 1, 2]","[2, 2, 1, 2]"
2877,0,1,40,0,"[0, 3, 3, 3, 3]","[0, 3, 3, 3, 3]"
2878,0,1,166,1,"[2, 2, 1, 2, 2]","[2, 2, 1, 2, 2]"
2879,0,1,121,1,"[0, 0, 2, 0]","[0, 0, 2, 0]"
2880,1,0,60,1,"[0, 0, 0, 2, 2]","[0, 0, 0, 2, 2]"
2881,1,0,65,0,"[0, 0, 3, 0]","[0, 0, 3, 0]"
2882,1,0,46,1,"[0, 0, 2, 2]","[0, 0, 2, 2]"
2883,0,0,219,0,"[0, 2, 2, 2, 2, 2, 2]","[0, 2, 2, 2, 2, 2, 2]"
2884,1,0,136,0,"[2, 2, 1, 2, 2]","[2, 2, 1, 2, 2]"
2885,1,0,197,1,"[0, 0, 0, 3, 3]","[0, 0, 0, 3, 3]"
2886,1,0,121,1,"[0, 0, 2, 2]","[0, 0, 2, 2]"
2887,1,0,202,1,"[1, 2, 2, 2]","[1, 2, 2, 2]"
2888,1,0,171,1,"[0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 2, 2]"
2889,1,0,163,0,"[0, 0, 0, 3, 3]","[0, 0, 0, 3, 3]"
2890,0,0,48,1,"[0, 2, 2, 2, 1]","[0, 2, 2, 2, 1]"
2891,0,0,8,1,"[0, 2, 0, 2, 2, 0]","[0, 2, 0, 2, 2, 0]"
2892,1,0,158,0,"[0, 0, 0, 3, 0]","[0, 0, 0, 3, 0]"
2893,0,0,52,1,"[1, 1, 2, 2, 1]","[1, 1, 2, 2, 1]"
2894,1,0,190,0,"[0, 0, 0, 2]","[0, 0, 0, 2]"
2895,1,0,248,1,"[1, 1, 2, 2, 2]","[1, 1, 2, 2, 2]"
2896,0,0,200,0,"[1, 2, 2, 1, 1, 1]","[1, 2, 2, 1, 1, 1]"
2897,1,0,232,1,"[1, 1, 1, 3, 1]","[1, 1, 1, 3, 1]"
2898,0,0,170,0,"[1, 1, 3, 3, 3, 0]","[1, 1, 3, 3, 3, 0]"
2899,1,0,111,0,"[0, 0, 0, 0]","[0, 0, 0, 0]"
2900,1,0,13,0,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]"
2901,0,0,176,0,"[0, 0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 0, 2, 2]"
2902,0,0,244,1,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
2903,0,0,222,0,"[1, 1, 1, 1, 1, 3]","[1, 1, 1, 1, 1, 3]"
2904,1,0,11,1,"[1, 1, 3, 3]","[1, 1, 3, 3]"
2905,1,0,50,1,"[0, 0, 3, 3]","[0, 0, 3, 3]"
2906,0,0,21,1,"[1, 1, 2, 1, 1, 1]","[1, 1, 2, 1, 1, 1]"
2907,1,0,235,1,"[1, 3, 3, 0, 0, 3]","[1, 3, 3, 0, 0, 3]"
2908,0,0,82,0,"[1, 2, 2, 2, 1, 1, 1]","[1, 2, 2, 2, 1, 1, 1]"
2909,0,0,103,0,"[1, 2, 2, 2, 2]","[1, 2, 2, 2, 2]"
2910,0,0,72,0,"[3, 3, 1, 3]","[3, 3, 1, 3]"
2911,0,0,230,0,"[1, 2, 1, 2]","[1, 2, 1, 2]"
2912,0,0,149,1,"[0, 3, 3, 3, 3]","[0, 3, 3, 3, 3]"
2913,1,0,168,1,"[0, 0, 2, 0]","[0, 0, 2, 0]"
2914,0,0,200,0,"[1, 2, 2, 1, 1, 1]","[1, 2, 2, 1, 1, 1]"
2915,1,0,17,0,"[1, 1, 2, 2, 2, 2, 2, 2]","[1, 1, 2, 2, 2, 2, 2, 2]"
2916,1,0,3,0,"[1, 1, 1, 1]","[1, 1, 1, 1]"
2917,0,0,10,1,"[2, 2, 1, 2, 2, 2, 0]","[2, 2, 1, 2, 2, 2, 0]"
2918,0,0,154,1,"[0, 3, 3, 3, 1, 3]","[0, 3, 3, 3, 1, 3]"
2919,0,0,214,1,"[1, 1, 3, 1, 3]","[1, 1, 3, 1, 3]"
2920,0,0,147,0,"[3, 0, 0, 2]","[3, 0, 0, 2]"
2921,1,0,162,1,"[0, 2, 2, 1, 1, 1]","[0, 2, 2, 1, 1, 1]"
2922,1,0,15,0,"[2, 2, 1, 2, 1, 1, 1, 1]","[2, 2, 1, 2, 1, 1, 1, 1]"
2923,0,0,123,1,"[1, 3, 3, 1]","[1, 3, 3, 1]"
2924,1,0,210,1,"[0, 3, 3, 3, 3]","[0, 3, 3, 3, 3]"
2925,1,0,139,1,"[1, 2, 1, 1]","[1, 2, 1, 1]"
2926,1,0,156,0,"[1, 1, 1, 1, 3, 3]","[1, 1, 1, 1, 3, 3]"
2927,0,0,28,0,"[2, 0, 0, 0]","[2, 0, 0, 0]"
2928,1,0,212,0,"[3, 3, 3, 3, 1, 1]","[3, 3, 3, 3, 1, 1]"
2929,1,0,170,0,"[1, 1, 3, 3, 3, 0]","[1, 1, 3, 3, 3, 0]"
2930,1,0,74,0,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
2931,1,0,165,0,"[1, 3, 1, 1, 3]","[1, 3, 1, 1, 3]"
2932,1,0,81,0,"[2, 2, 2, 1]","[2, 2, 2, 1]"
2933,1,0,224,0,"[3, 0, 0, 3]","[3, 0, 0, 3]"
2934,1,0,171,1,"[0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 2, 2]"
2935,0,0,19,0,"[1, 1, 1, 1]","[1, 1, 1, 1]"
2936,1,0,7,0,"[0, 0, 3, 3, 3, 3]","[0, 0, 3, 3, 3, 3]"
2937,1,0,87,0,"[0, 0, 0, 0]","[0, 0, 0, 0]"
2938,0,0,104,0,"[0, 2, 2, 1, 1]","[0, 2, 2, 1, 1]"
2939,1,0,55,1,"[2, 2, 0, 0, 0, 2]","[2, 2, 0, 0, 0, 2]"
2940,0,0,165,0,"[1, 3, 1, 1, 3]","[1, 3, 1, 1, 3]"
2941,1,0,198,0,"[3, 1, 1, 2]","[3, 1, 1, 2]"
2942,1,0,41,1,"[0, 0, 0, 2]","[0, 0, 0, 2]"
2943,0,0,94,0,"[3, 3, 3, 3, 3]","[3, 3, 3, 3, 3]"
2944,0,0,50,1,"[0, 0, 3, 3]","[0, 0, 3, 3]"
2945,0,0,47,0,"[2, 2, 0, 2, 2]","[2, 2, 0, 2, 2]"
2946,1,0,157,1,"[1, 1, 3, 3]","[1, 1, 3, 3]"
2947,0,0,9,0,"[3, 3, 3, 3]","[3, 3, 3, 3]"
2948,1,0,146,1,"[0, 0, 2, 0]","[0, 0, 2, 0]"
2949,1,0,160,1,"[0, 0, 3, 3, 3]","[0, 0, 3, 3, 3]"
2950,1,0,246,1,"[3, 3, 3, 3]","[3, 3, 3, 3]"
2951,1,0,91,0,"[1, 1, 1, 2, 1, 1, 2]","[1, 1, 1, 2, 1, 1, 2]"
2952,0,0,196,1,"[2, 2, 2, 1, 2, 2]","[2, 2, 2, 1, 2, 2]"
2953,0,0,234,0,"[0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 3]"
2954,0,0,130,0,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]"
2955,0,0,161,0,"[3, 1, 1, 3, 3]","[3, 1, 1, 3, 3]"
2956,1,0,188,1,"[1, 3, 3, 0]","[1, 3, 3, 0]"
2957,0,0,27,0,"[0, 3, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0]"
2958,0,0,113,0,"[1, 1, 1, 1, 2]","[1, 1, 1, 1, 2]"
2959,0,0,140,1,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]"
2960,0,0,89,0,"[0, 0, 0, 3, 3, 0]","[0, 0, 0, 3, 3, 0]"
2961,0,0,98,0,"[1, 2, 1, 1, 1, 1]","[1, 2, 1, 1, 1, 1]"
2962,1,0,125,1,"[1, 1, 3, 3]","[1, 1, 3, 3]"
2963,0,0,134,0,"[1, 3, 1, 1]","[1, 3, 1, 1]"
2964,1,0,220,1,"[1, 1, 1, 1, 2]","[1, 1, 1, 1, 2]"
2965,0,0,15,0,"[2, 2, 1, 2, 1, 1, 1, 1]","[2, 2, 1, 2, 1, 1, 1, 1]"
2966,1,0,63,0,"[1, 2, 1, 2, 2]","[1, 2, 1, 2, 2]"
2967,1,0,58,1,"[3, 0, 3, 3]","[3, 0, 3, 3]"
2968,1,0,202,1,"[1, 2, 2, 2]","[1, 2, 2, 2]"
2969,1,0,164,1,"[1, 1, 3, 1]","[1, 1, 3, 1]"
2970,0,1,84,1,"[0, 0, 3, 3]","[0, 0, 3, 3]"
2971,1,1,0,0,"[3, 3, 3, 3]","[3, 3, 3, 3]"
2972,1,1,112,1,"[1, 1, 1, 1]","[1, 1, 1, 1]"
2973,1,1,48,0,"[1, 3, 1, 1, 1]","[1, 3, 1, 1, 1]"
2974,0,1,229,0,"[2, 0, 0, 2, 0]","[2, 0, 0, 2, 0]"
2975,0,1,170,0,"[1, 1, 3, 3, 3, 0]","[1, 1, 3, 3, 3, 0]"
2976,0,1,89,0,"[0, 0, 0, 3, 3, 3]","[0, 0, 0, 3, 3, 3]"
2977,0,1,200,0,"[1, 2, 2, 1, 2, 2]","[1, 2, 2, 1, 2, 2]"
2978,1,1,59,0,"[0, 0, 3, 0]","[0, 0, 3, 0]"
2979,0,1,129,0,"[0, 0, 3, 0, 3]","[0, 0, 3, 0, 3]"
2980,0,1,39,1,"[0, 2, 0, 2]","[0, 2, 0, 2]"
2981,0,1,140,1,"[0, 0, 0, 2, 2]","[0, 0, 0, 2, 2]"
2982,1,1,108,0,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]"
2983,0,1,234,0,"[0, 0, 0, 3, 3, 3]","[0, 0, 0, 3, 3, 3]"
2984,0,1,105,0,"[0, 2, 2, 2, 1]","[0, 2, 2, 2, 1]"
2985,0,1,180,0,"[1, 2, 1, 1]","[1, 2, 1, 1]"
2986,1,1,184,1,"[0, 0, 0, 3, 3]","[0, 0, 0, 3, 3]"
2987,0,1,50,1,"[0, 0, 0, 0]","[0, 0, 0, 0]"
2988,0,1,115,0,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2989,1,1,10,1,"[0, 1, 2, 2, 1, 2, 2]","[0, 1, 2, 2, 1, 2, 2]"
2990,0,1,187,0,"[0, 3, 3, 3]","[0, 3, 3, 3]"
2991,0,1,175,0,"[0, 0, 3, 3, 3]","[0, 0, 3, 3, 3]"
2992,0,1,165,0,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
2993,0,1,233,0,"[0, 0, 3, 0, 0, 0]","[0, 0, 3, 0, 0, 0]"
2994,1,1,60,0,"[0, 0, 3, 3, 3]","[0, 0, 3, 3, 3]"
2995,1,1,138,0,"[3, 0, 0, 0]","[3, 0, 0, 0]"
2996,1,1,248,1,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]"
2997,1,1,237,1,"[3, 1, 3, 1, 1, 1]","[3, 1, 3, 1, 1, 1]"
2998,1,1,217,1,"[1, 1, 2, 2, 2, 2, 2, 2]","[1, 1, 2, 2, 2, 2, 2, 2]"
2999,1,1,122,0,"[2, 2, 2, 2]","[2, 2, 2, 2]"
3000,1,0,141,1,"[3, 1, 1, 3, 3, 3]","[3, 1, 1, 3, 3, 3]"
3001,0,0,58,1,"[3, 0, 3, 3]","[3, 0, 3, 3]"
3002,0,0,120,1,"[3, 0, 0, 0, 2, 2]","[3, 0, 0, 0, 2, 2]"
3003,0,0,137,1,"[1, 3, 3, 1, 3, 3, 1]","[1, 3, 3, 1, 3, 3, 1]"
3004,1,0,94,0,"[3, 3, 3, 3, 3]","[3, 3, 3, 3, 3]"
3005,0,0,189,0,"[2, 1, 1, 1, 3]","[2, 1, 1, 1, 3]"
3006,0,0,66,1,"[0, 0, 0, 0, 3, 3]","[0, 0, 0, 0, 3, 3]"
3007,1,0,206,1,"[3, 0, 0, 0]","[3, 0, 0, 0]"
3008,1,0,54,1,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3009,0,0,231,1,"[0, 0, 0, 3]","[0, 0, 0, 3]"
3010,0,0,115,0,"[0, 0, 0, 3, 3, 0, 3]","[0, 0, 0, 3, 3, 0, 3]"
3011,0,0,104,0,"[0, 2, 2, 1, 1]","[0, 2, 2, 1, 1]"
3012,0,0,119,1,"[0, 0, 0, 3, 0, 0]","[0, 0, 0, 3, 0, 0]"
3013,0,0,51,0,"[1, 1, 1, 1, 2]","[1, 1, 1, 1, 2]"
3014,1,0,38,0,"[1, 1, 1, 2]","[1, 1, 1, 2]"
3015,0,0,18,0,"[3, 0, 0, 0, 3]","[3, 0, 0, 0, 3]"
3016,1,0,155,0,"[2, 2, 0, 0, 2, 2, 2]","[2, 2, 0, 0, 2, 2, 2]"
3017,0,0,178,1,"[1, 1, 1, 1]","[1, 1, 1, 1]"
3018,1,0,91,0,"[1, 1, 1, 2, 1, 1, 2]","[1, 1, 1, 2, 1, 1, 2]"
3019,0,0,191,0,"[3, 0, 0, 3, 3]","[3, 0, 0, 3, 3]"
3020,0,0,61,0,"[1, 2, 1, 2, 2, 1]","[1, 2, 1, 2, 2, 1]"
3021,0,0,72,0,"[3, 3, 1, 3]","[3, 3, 1, 3]"
3022,0,0,241,1,"[0, 3, 3, 3, 3, 3]","[0, 3, 3, 3, 3, 3]"
3023,1,0,28,0,"[2, 0, 0, 0]","[2, 0, 0, 0]"
3024,0,0,194,1,"[1, 1, 3, 3]","[1, 1, 3, 3]"
3025,0,0,96,0,"[0, 0, 2, 2, 0]","[0, 0, 2, 2, 0]"
3026,0,0,177,0,"[2, 2, 2, 0]","[2, 2, 2, 0]"
3027,1,0,171,1,"[0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 2, 2]"
3028,1,0,188,1,"[1, 3, 3, 0]","[1, 3, 3, 0]"
3029,0,0,196,1,"[2, 2, 2, 1, 2, 2]","[2, 2, 2, 1, 2, 2]"
3030,1,1,130,0,"[0, 3, 0, 3, 3, 3]","[0, 3, 0, 3, 3, 3]"
3031,0,1,47,0,"[2, 2, 0, 2, 2]","[2, 2, 0, 2, 2]"
3032,1,1,125,1,"[1, 1, 1, 2]","[1, 1, 1, 2]"
3033,1,1,188,1,"[1, 3, 3, 0]","[1, 3, 3, 0]"
3034,1,1,120,0,"[3, 0, 0, 0, 2, 2]","[3, 0, 0, 0, 2, 2]"
3035,0,1,61,1,"[1, 2, 1, 1, 3, 1]","[1, 2, 1, 1, 3, 1]"
3036,0,1,167,0,"[1, 1, 1, 2]","[1, 1, 1, 2]"
3037,1,1,168,1,"[0, 0, 2, 0]","[0, 0, 2, 0]"
3038,0,1,196,1,"[2, 2, 2, 1, 2, 2]","[2, 2, 2, 1, 2, 2]"
3039,1,1,59,0,"[0, 0, 3, 0]","[0, 0, 3, 0]"
3040,0,1,172,0,"[3, 0, 3, 3, 3]","[3, 0, 3, 3, 3]"
3041,0,1,183,1,"[0, 2, 2, 2]","[0, 2, 2, 2]"
3042,0,1,161,0,"[3, 1, 3, 3, 3]","[3, 1, 3, 3, 3]"
3043,1,1,94,0,"[0, 1, 1, 2, 1]","[0, 1, 1, 2, 1]"
3044,0,1,128,1,"[0, 0, 0, 2, 2, 2]","[0, 0, 0, 2, 2, 2]"
3045,0,1,16,1,"[1, 2, 1, 1, 1]","[1, 2, 1, 1, 1]"
3046,0,1,234,0,"[0, 0, 0, 3, 3, 3]","[0, 0, 0, 3, 3, 3]"
3047,1,1,160,1,"[0, 1, 1, 3, 3]","[0, 1, 1, 3, 3]"
3048,0,1,126,0,"[0, 0, 1, 2, 2, 2]","[0, 0, 1, 2, 2, 2]"
3049,1,1,88,0,"[0, 0, 1, 2, 2, 1]","[0, 0, 1, 2, 2, 1]"
3050,0,1,17,0,"[0, 0, 1, 1, 1, 2, 1, 1]","[0, 0, 1, 1, 1, 2, 1, 1]"
3051,0,1,239,0,"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]"
3052,0,1,178,1,"[0, 1, 2, 2]","[0, 1, 2, 2]"
3053,0,1,169,0,"[0, 0, 0, 0, 2, 0, 2, 2]","[0, 0, 0, 0, 2, 0, 2, 2]"
3054,1,1,213,0,"[0, 1, 1, 2, 1, 1, 2]","[0, 1, 1, 2, 1, 1, 2]"
3055,1,1,214,0,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]"
3056,0,1,230,1,"[1, 2, 1, 2]","[1, 2, 1, 2]"
3057,0,1,224,0,"[2, 0, 2, 0]","[2, 0, 2, 0]"
3058,1,1,201,1,"[1, 3, 3, 1]","[1, 3, 3, 1]"
3059,1,1,129,0,"[0, 0, 3, 0, 3]","[0, 0, 3, 0, 3]"
3060,0,0,166,0,"[1, 1, 1, 1, 2]","[1, 1, 1, 1, 2]"
3061,1,0,161,0,"[3, 1, 1, 3, 3]","[3, 1, 1, 3, 3]"
3062,0,0,167,0,"[1, 1, 2, 2]","[1, 1, 2, 2]"
3063,1,0,45,0,"[3, 1, 1, 1, 1, 3, 3]","[3, 1, 1, 1, 1, 3, 3]"
3064,1,0,2,1,"[3, 0, 0, 3, 3]","[3, 0, 0, 3, 3]"
3065,0,0,131,0,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]"
3066,0,0,69,0,"[2, 1, 1, 1, 3]","[2, 1, 1, 1, 3]"
3067,1,0,210,1,"[0, 3, 3, 3, 3]","[0, 3, 3, 3, 3]"
3068,1,0,23,1,"[1, 2, 1, 1]","[1, 2, 1, 1]"
3069,0,0,156,0,"[1, 1, 1, 1, 3, 3]","[1, 1, 1, 1, 3, 3]"
3070,0,0,71,1,"[1, 1, 1, 3, 3, 1, 3]","[1, 1, 1, 3, 3, 1, 3]"
3071,0,0,37,0,"[0, 3, 3, 0, 0, 0]","[0, 3, 3, 0, 0, 0]"
3072,0,0,61,0,"[1, 2, 1, 2, 2, 1]","[1, 2, 1, 2, 2, 1]"
3073,0,0,124,0,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]"
3074,1,0,0,1,"[3, 3, 3, 3]","[3, 3, 3, 3]"
3075,0,0,17,0,"[1, 1, 2, 2, 2, 2, 2, 2]","[1, 1, 2, 2, 2, 2, 2, 2]"
3076,1,0,122,1,"[1, 2, 2, 2]","[1, 2, 2, 2]"
3077,0,0,173,0,"[1, 1, 1, 1, 2, 2, 2]","[1, 1, 1, 1, 2, 2, 2]"
3078,1,0,67,1,"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]"
3079,1,0,121,1,"[0, 0, 2, 2]","[0, 0, 2, 2]"
3080,1,0,127,1,"[1, 3, 3, 3, 0]","[1, 3, 3, 3, 0]"
3081,0,0,179,0,"[0, 0, 2, 2]","[0, 0, 2, 2]"
3082,0,0,26,0,"[0, 0, 0, 0]","[0, 0, 0, 0]"
3083,1,0,226,0,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]"
3084,1,0,48,1,"[0, 2, 2, 2, 1]","[0, 2, 2, 2, 1]"
3085,0,0,236,0,"[3, 3, 3, 3]","[3, 3, 3, 3]"
3086,0,0,239,0,"[0, 0, 0, 2, 2]","[0, 0, 0, 2, 2]"
3087,0,0,20,0,"[1, 1, 3, 1, 3, 1, 1]","[1, 1, 3, 1, 3, 1, 1]"
3088,0,0,163,0,"[0, 0, 0, 3, 3]","[0, 0, 0, 3, 3]"
3089,0,0,82,0,"[1, 2, 2, 2, 1, 1, 1]","[1, 2, 2, 2, 1, 1, 1]"
3090,1,0,70,1,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]"
3091,1,0,21,1,"[1, 1, 2, 1, 1, 1]","[1, 1, 2, 1, 1, 1]"
3092,1,0,211,1,"[1, 2, 1, 1, 1]","[1, 2, 1, 1, 1]"
3093,1,0,10,1,"[2, 2, 1, 2, 2, 2, 0]","[2, 2, 1, 2, 2, 2, 0]"
3094,0,0,114,0,"[1, 1, 1, 3, 1, 1]","[1, 1, 1, 3, 1, 1]"
3095,0,0,42,0,"[3, 3, 0, 0, 0]","[3, 3, 0, 0, 0]"
3096,0,0,156,0,"[1, 1, 1, 1, 3, 3]","[1, 1, 1, 1, 3, 3]"
3097,1,0,241,1,"[0, 3, 3, 3, 3, 3]","[0, 3, 3, 3, 3, 3]"
3098,0,0,30,1,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]"
3099,1,0,4,1,"[1, 3, 3, 1, 1]","[1, 3, 3, 1, 1]"
3100,0,0,196,1,"[2, 2, 2, 1, 2, 2]","[2, 2, 2, 1, 2, 2]"
3101,0,0,215,0,"[3, 3, 0, 3]","[3, 3, 0, 3]"
3102,0,0,177,0,"[2, 2, 2, 0]","[2, 2, 2, 0]"
3103,0,0,63,0,"[1, 2, 1, 2, 2]","[1, 2, 1, 2, 2]"
3104,0,0,200,0,"[1, 2, 2, 1, 1, 1]","[1, 2, 2, 1, 1, 1]"
3105,0,0,132,0,"[1, 1, 2, 2]","[1, 1, 2, 2]"
3106,1,0,249,1,"[0, 2, 2, 2]","[0, 2, 2, 2]"
3107,1,0,183,1,"[1, 2, 1, 1]","[1, 2, 1, 1]"
3108,0,0,3,0,"[1, 1, 1, 1]","[1, 1, 1, 1]"
3109,0,0,222,0,"[1, 1, 1, 1, 1, 3]","[1, 1, 1, 1, 1, 3]"
3110,1,0,157,1,"[1, 1, 3, 3]","[1, 1, 3, 3]"
3111,1,0,59,0,"[0, 0, 3, 0]","[0, 0, 3, 0]"
3112,0,0,5,0,"[3, 3, 1, 3, 3]","[3, 3, 1, 3, 3]"
3113,0,0,61,0,"[1, 2, 1, 2, 2, 1]","[1, 2, 1, 2, 2, 1]"
3114,1,0,232,1,"[1, 1, 1, 3, 1]","[1, 1, 1, 3, 1]"
3115,0,0,94,0,"[3, 3, 3, 3, 3]","[3, 3, 3, 3, 3]"
3116,1,0,162,1,"[0, 2, 2, 1, 1, 1]","[0, 2, 2, 1, 1, 1]"
3117,0,0,239,0,"[0, 0, 0, 2, 2]","[0, 0, 0, 2, 2]"
3118,0,0,99,0,"[3, 0, 0, 0, 0]","[3, 0, 0, 0, 0]"
3119,0,0,113,0,"[1, 1, 1, 1, 2]","[1, 1, 1, 1, 2]"
3120,1,1,67,1,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]"
3121,1,1,185,0,"[1, 1, 3, 1]","[1, 1, 3, 1]"
3122,1,1,137,1,"[0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 1]"
3123,1,1,64,0,"[1, 1, 1, 3]","[1, 1, 1, 3]"
