idx,move
377,"[0, 0, 0, 0, 3, 3, 3, 3, 1]"
1904,"[0, 2, 2, 2, 2]"
2623,"[1, 1, 1, 1, 2, 2]"
221,"[1, 1, 1, 1, 2, 2, 2, 2]"
2443,"[3, 1, 1, 1, 1, 1]"
2842,"[0, 3, 3, 0, 3, 3]"
1511,"[2, 2, 2, 2]"
3177,"[1, 0, 3, 3, 3, 3, 0]"
2332,"[0, 2, 2, 0, 0, 0, 2, 0]"
2414,"[0, 0, 0, 0]"
1655,"[2, 2, 2, 2, 2, 1]"
519,"[0, 0, 0, 0, 0, 2, 2]"
2116,"[3, 3, 3, 3, 0]"
2242,"[3, 3, 3, 3, 3]"
1097,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
2323,"[3, 1, 1, 1, 3, 1, 3, 3, 3]"
3208,"[1, 1, 1, 1, 2, 2, 2, 2]"
882,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
992,"[0, 0, 0, 0, 0, 3]"
3205,"[0, 0, 0, 0, 3, 3]"
1193,"[1, 1, 1, 1, 2, 2, 2]"
1568,"[0, 2, 2, 2, 2, 1]"
1450,"[2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
1358,"[3, 3, 3, 3, 1, 1, 1, 1, 2, 2, 1]"
2746,"[0, 3, 3, 3, 3, 3]"
1373,"[3, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
539,"[0, 0, 0, 0, 0, 2, 2, 2]"
1089,"[3, 3, 0, 0, 0, 0, 0]"
1817,"[2, 2, 2, 2, 1]"
1010,"[0, 0, 3, 3, 3, 3, 3]"
2701,"[0, 0, 1, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0]"
278,"[0, 3, 3, 3, 3, 1, 1]"
1142,"[2, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
149,"[1, 1, 1, 1, 1]"
2512,"[0, 0, 0, 0, 0]"
1043,"[0, 0, 3, 3, 3, 3]"
957,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
2019,"[1, 1, 1, 1, 3, 3, 3, 1]"
2818,"[2, 2, 2, 2]"
1320,"[1, 1, 1, 1]"
3221,"[3, 1, 1, 1, 1]"
3269,"[0, 0, 0, 0, 0]"
2740,"[2, 2, 0, 0, 0, 0]"
345,"[2, 1, 2, 2, 2, 2, 0, 0]"
1692,"[3, 3, 3, 1, 1, 1, 1, 1]"
2305,"[1, 1, 1, 1, 3, 3, 3, 3, 1]"
2034,"[1, 3, 3, 3, 3, 3, 1]"
1698,"[3, 3, 3, 0, 0, 3, 3]"
1965,"[3, 3, 0, 3, 3, 3]"
79,"[3, 3, 1, 1, 1, 1]"
2553,"[2, 2, 1, 1, 1, 1, 1]"
1975,"[1, 1, 0, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 3, 3, 3, 3, 3, 2, 2]"
517,"[0, 0, 0, 0, 0, 2, 2, 3, 3, 1, 1, 2, 2, 2, 2, 0, 0]"
2836,"[0, 0, 0, 2, 2, 0]"
1662,"[1, 1, 3, 3, 3, 3, 3, 2, 1, 1, 3, 1]"
1679,"[0, 0, 0, 0]"
1777,"[0, 2, 2, 2, 2, 2, 3, 1, 2]"
2489,"[1, 1, 2, 0, 2, 2, 0, 2, 1, 0, 0]"
1471,"[2, 0, 0, 0, 2, 0]"
1807,"[3, 3, 3, 3, 3, 0, 0, 0]"
144,"[2, 2, 1, 1, 1, 1, 1]"
2470,"[3, 3, 1, 1, 1, 1, 1, 2, 2]"
2666,"[2, 1, 1, 1, 1, 3]"
2990,"[2, 2, 0, 0, 0, 0, 0]"
1461,"[3, 3, 3, 3, 3, 1, 2]"
256,"[0, 0, 2, 2, 2, 1, 1, 2, 0, 0]"
105,"[3, 0, 0, 0, 0, 0, 2]"
680,"[3, 3, 1, 1, 1, 1]"
1290,"[1, 1, 3, 3, 3, 2, 2, 2, 3, 0, 0, 0, 0, 3, 3, 1, 1, 3, 3, 1, 1]"
1946,"[3, 3, 3, 3]"
1167,"[0, 0, 0, 0, 0]"
1057,"[2, 2, 2, 0, 0, 0, 0, 2, 2]"
1907,"[3, 3, 1, 3, 3]"
2398,"[0, 2, 2, 2, 2, 2, 1, 1, 1, 3]"
1118,"[0, 3, 3, 3, 3, 3]"
2435,"[1, 1, 1, 1, 2]"
1200,"[0, 0, 0, 3, 3, 0, 3, 3]"
1370,"[0, 2, 2, 2, 2, 2]"
1573,"[3, 0, 0, 2, 0, 0, 0, 3]"
1658,"[0, 0, 0, 0, 3, 3, 0, 3, 3, 1, 1, 1, 1, 1]"
2263,"[0, 0, 0, 0, 0]"
1126,"[2, 2, 1, 1, 1, 1, 3]"
1434,"[2, 1, 1, 1, 1, 1, 3, 3]"
1379,"[0, 3, 3, 3, 0, 0, 0, 0, 2, 2, 2]"
1129,"[2, 2, 0, 0, 0, 0]"
2126,"[3, 3, 3, 3, 3, 2, 0, 0, 0]"
876,"[3, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
3263,"[2, 1, 1, 1, 1, 3]"
2316,"[3, 0, 0, 0, 0, 0, 3, 3, 3]"
2475,"[2, 2, 2, 2, 0, 0, 2]"
2313,"[3, 3, 0, 0, 3, 3, 3, 0, 0]"
2140,"[2, 2, 1, 1, 1, 1]"
821,"[1, 1, 1, 1, 1]"
291,"[1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 2, 1]"
353,"[2, 2, 1, 1, 1, 2, 1]"
1186,"[1, 3, 1, 1, 1, 1]"
436,"[2, 2, 2, 1, 3, 1, 1, 1, 1, 3, 0, 3, 3, 1]"
2322,"[2, 0, 0, 0, 3, 0]"
2847,"[3, 1, 1, 2, 1, 1, 1, 3]"
3193,"[3, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1]"
852,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 1, 1, 1, 1, 2]"
1455,"[3, 1, 3, 3, 3, 1, 1]"
181,"[2, 2, 2, 0, 2, 2, 1]"
1703,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 3]"
444,"[2, 1, 1, 1, 1, 1]"
2733,"[1, 1, 1, 1, 1]"
1760,"[3, 1, 1, 1, 1, 2]"
1404,"[0, 0, 3, 0, 0, 0, 3, 3, 3, 1, 2]"
1877,"[0, 0, 0, 0, 0, 2, 1]"
2526,"[3, 3, 3, 3, 0, 0, 0, 0]"
3242,"[1, 1, 1, 1, 1]"
3079,"[1, 1, 0, 1, 1, 1, 2, 2, 2, 2, 2]"
2188,"[0, 0, 0, 0, 0, 2, 2]"
2443,"[3, 1, 1, 1, 1, 1]"
2458,"[3, 3, 1, 3, 3, 3]"
2869,"[2, 2, 2, 2, 0, 0, 0]"
2842,"[3, 3, 0, 0, 3, 3]"
2582,"[0, 0, 0, 0, 3, 3, 3, 3]"
773,"[1, 1, 1, 1, 1, 3]"
166,"[1, 1, 1, 1]"
1007,"[0, 0, 0, 3, 3, 3, 3, 3, 0]"
2140,"[1, 1, 1, 1, 2, 2]"
2569,"[3, 3, 3, 3, 1, 1, 1, 1, 3]"
2967,"[3, 3, 3, 3, 0, 0]"
3143,"[3, 3, 3, 3, 3, 0]"
1998,"[0, 2, 2, 2, 2, 2]"
685,"[2, 0, 0, 0, 0, 0, 3, 3]"
90,"[2, 1, 1, 1, 2, 2, 1]"
318,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 1]"
2492,"[2, 1, 1, 1, 1, 1, 0, 2, 2, 2]"
2459,"[0, 0, 3, 0, 0, 0, 3]"
1191,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
904,"[2, 2, 2, 2, 2, 0]"
2623,"[1, 1, 1, 1, 2, 2]"
2592,"[2, 2, 2, 2, 0, 0, 0, 2]"
1451,"[1, 1, 3, 3, 3, 3, 3]"
747,"[2, 2, 2, 0, 0, 2]"
3179,"[3, 1, 1, 1, 3, 3, 3]"
2004,"[1, 1, 1, 1, 3, 3, 1]"
1692,"[3, 3, 3, 3, 2, 1, 1, 1, 1, 1]"
2001,"[1, 1, 1, 1, 2, 2]"
3233,"[1, 1, 1, 1, 1, 2, 2, 2]"
2435,"[1, 1, 1, 1, 2]"
2268,"[0, 0, 0, 3, 3, 3, 3, 3]"
2466,"[1, 1, 1, 1, 2, 2, 1]"
2026,"[2, 2, 2, 2, 1, 1, 1]"
96,"[0, 3, 3, 0, 0, 0, 0]"
2925,"[2, 2, 2, 0, 0, 0, 0, 0]"
1003,"[1, 1, 3, 3, 3, 3, 3, 0, 0]"
1801,"[1, 3, 3, 0, 3, 3, 1]"
635,"[3, 3, 0, 0, 0, 0]"
3178,"[2, 2, 0, 0, 0, 0, 2, 2]"
1006,"[3, 1, 1, 1, 1, 2]"
526,"[0, 2, 2, 2, 2]"
990,"[0, 0, 2, 0, 2, 0, 0]"
2558,"[3, 1, 2, 1, 2, 1, 1]"
2962,"[2, 1, 2, 1, 2, 1, 2, 1, 2, 1]"
2034,"[1, 3, 3, 3, 3, 3, 1]"
1635,"[2, 2, 2, 2, 2, 1, 1]"
405,"[1, 2, 1, 1, 2, 1, 1, 2]"
363,"[3, 3, 0, 0, 2, 2, 2, 0, 0, 3]"
2886,"[1, 1, 1, 1, 1, 3, 3]"
1513,"[3, 3, 3, 3, 1]"
3076,"[3, 2, 0, 0, 0, 2, 0]"
2359,"[3, 3, 3, 3, 1]"
2348,"[1, 1, 1, 1, 2]"
26,"[0, 0, 0, 0, 0, 3]"
317,"[0, 3, 3, 3, 0, 0, 3]"
2696,"[3, 1, 1, 1, 1]"
692,"[3, 0, 3, 0, 3, 3, 1]"
1997,"[1, 3, 3, 3, 3, 3, 0, 0, 0, 2]"
3148,"[2, 2, 2, 1, 2, 2, 0, 0, 0, 0, 0, 3]"
2923,"[1, 3, 3, 3, 3, 3]"
1618,"[3, 2, 2, 0, 0, 0, 0, 0]"
704,"[1, 3, 3, 3, 3, 3]"
2853,"[2, 0, 0, 0, 0]"
2444,"[1, 1, 1, 1, 1, 3]"
2141,"[2, 2, 2, 0, 0, 0, 0]"
334,"[3, 3, 0, 0, 0, 0, 0]"
1451,"[1, 1, 3, 3, 3, 3, 3]"
1725,"[0, 0, 0, 0]"
1059,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
1436,"[3, 0, 0, 2, 0, 0, 0, 3]"
2929,"[2, 1, 1, 1, 1, 2]"
1770,"[0, 1, 1, 2, 2, 2, 2]"
199,"[0, 1, 2, 2, 2, 2, 0, 0]"
432,"[3, 1, 1, 1, 1, 3, 3, 3, 3]"
965,"[3, 3, 3, 3, 1]"
1037,"[2, 0, 2, 2, 1, 1, 2, 2, 0, 0, 0]"
1657,"[1, 0, 0, 0, 2, 2, 2, 2, 2]"
2596,"[2, 2, 2, 2, 2]"
2400,"[3, 3, 3, 3, 0]"
184,"[3, 3, 3, 3, 3]"
3150,"[3, 3, 3, 3, 3, 1, 1]"
1973,"[3, 2, 1, 1, 1, 3, 1]"
13,"[2, 2, 2, 0, 0, 2, 2]"
1136,"[2, 2, 2, 2, 0, 0, 3, 0, 0, 2, 2, 1]"
1916,"[3, 2, 1, 1, 2, 2, 1, 1, 1, 3, 3, 3]"
1367,"[3, 3, 0, 0, 0, 2, 0]"
1106,"[3, 0, 0, 3, 3, 3, 3, 1, 1]"
3058,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 0, 0, 0, 2, 2, 2, 0, 0]"
2119,"[1, 1, 1, 2, 2, 3, 3, 0, 0, 2, 0, 3, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 3, 3]"
998,"[1, 2, 2, 1, 2, 1, 1, 1, 0, 3, 1, 2, 2, 3, 3, 3, 2, 0, 2, 2, 0]"
3057,"[3, 3, 3, 3, 1, 1, 1, 1, 1, 2, 2, 2]"
1104,"[3, 0, 0, 0, 0, 3]"
3145,"[2, 3, 2, 1, 1, 1, 1, 1, 3]"
1906,"[3, 3, 0, 3, 3, 0, 0]"
593,"[3, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1]"
238,"[1, 2, 2, 2, 2, 1]"
2123,"[0, 3, 0, 3, 3, 3, 3]"
2649,"[0, 0, 0, 0, 3, 3, 0]"
2090,"[3, 0, 0, 0, 0, 0, 3]"
1735,"[2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 3]"
2781,"[2, 2, 0, 0, 0, 0, 0]"
2823,"[3, 3, 2, 1, 1, 1, 1, 1, 2]"
2803,"[1, 1, 1, 1, 1, 3, 3]"
740,"[1, 1, 1, 2, 2, 2, 2]"
2466,"[1, 1, 1, 2, 1, 2, 1]"
450,"[0, 3, 0, 0, 0]"
2449,"[3, 3, 3, 3]"
1067,"[0, 0, 0, 0, 2, 2, 2, 2]"
1635,"[2, 2, 2, 2, 2, 1, 1]"
253,"[3, 3, 3, 3, 1, 1, 1, 1]"
785,"[1, 1, 3, 3, 3, 3]"
1866,"[0, 0, 0, 0, 0, 2, 2]"
2789,"[1, 1, 1, 1, 1, 2]"
1129,"[2, 2, 0, 0, 0, 0]"
958,"[0, 0, 0, 0, 3, 3]"
2290,"[0, 0, 0, 0]"
2158,"[0, 0, 0, 0, 3, 3]"
937,"[3, 3, 3, 3, 3, 1, 1]"
2211,"[2, 2, 2, 2, 2, 0]"
960,"[1, 1, 1, 1, 1, 0, 3, 3, 3, 3, 3, 0]"
1698,"[0, 0, 0, 3, 3, 3, 3, 3, 1]"
316,"[1, 2, 2, 2, 2, 2, 1]"
2631,"[2, 2, 2, 2, 2, 3, 0, 0, 2, 0, 0, 0, 3]"
2565,"[3, 2, 3, 1, 1, 1, 3, 3, 1]"
1654,"[2, 0, 0, 0, 0, 0]"
1135,"[2, 2, 2, 2, 2, 0, 0, 0, 0]"
2802,"[1, 1, 1, 1, 1]"
2348,"[1, 1, 1, 1, 1, 2, 0]"
2298,"[0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
3228,"[2, 2, 2, 2, 2, 3, 0, 0, 0, 0, 0]"
932,"[0, 0, 0, 3, 3, 3, 3, 1, 1, 1, 1, 1]"
1511,"[2, 2, 2, 2, 2]"
1480,"[2, 0, 0, 0, 0, 0, 2, 2, 2]"
978,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
2047,"[2, 2, 2, 2, 1]"
389,"[0, 3, 3, 3, 0, 0, 3]"
941,"[1, 3, 3, 3, 1, 1, 3, 3]"
2539,"[2, 2, 2, 2, 2]"
2228,"[3, 3, 0, 0, 3, 3, 3, 1, 1]"
1721,"[2, 2, 2, 2, 2, 0]"
1745,"[2, 0, 0, 0, 0]"
813,"[2, 1, 1, 1, 1]"
1958,"[0, 3, 3, 3, 3, 3]"
1887,"[1, 1, 1, 3, 3, 3, 3, 1, 1]"
2940,"[1, 1, 3, 3, 3, 3, 3, 1, 1]"
3102,"[0, 0, 0, 2, 2, 2, 2, 1]"
1545,"[3, 3, 1, 1, 1, 1, 3, 3]"
1133,"[2, 0, 2, 0, 2, 2, 1, 1, 0, 2, 0, 3, 1, 1, 1]"
3042,"[3, 3, 3, 3, 3, 1, 1]"
2433,"[1, 2, 2, 2, 2]"
2703,"[3, 3, 3, 1, 1, 1, 3, 3]"
1666,"[3, 1, 1, 1, 1, 1, 3, 3]"
729,"[1, 1, 1, 1, 1, 2, 2, 2, 0]"
854,"[0, 2, 2, 2, 1, 1, 1, 1, 2, 2]"
2754,"[1, 1, 1, 1, 3]"
740,"[1, 1, 1, 2, 2, 2, 2, 2, 3]"
1005,"[3, 3, 3, 3, 1, 1, 1, 1]"
3231,"[2, 2, 0, 0, 0, 0, 0]"
834,"[3, 3, 3, 3, 3]"
1897,"[2, 2, 2, 2, 1, 1, 2]"
1836,"[2, 0, 0, 0, 0, 2]"
2543,"[1, 1, 1, 1, 2, 2]"
315,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
3055,"[1, 1, 1, 3, 3, 3, 3, 3]"
1127,"[3, 3, 3, 3, 0, 0, 0, 0, 3]"
2207,"[1, 1, 1, 1, 1]"
1948,"[2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 3]"
1816,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 2, 2]"
343,"[0, 0, 0, 0, 2, 2, 2, 2]"
2036,"[0, 0, 0, 0]"
2007,"[0, 0, 0, 0, 2, 2, 2, 2, 1]"
2311,"[1, 1, 1, 1, 1]"
2942,"[3, 1, 1, 1, 0, 0, 3, 3, 3, 3, 1]"
2534,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 2, 2, 2]"
2636,"[2, 2, 2, 2, 2]"
544,"[1, 3, 1, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
1898,"[2, 2, 2, 2, 1, 1, 1, 1, 1]"
2317,"[3, 1, 1, 1, 1, 3, 3, 3, 3, 1]"
294,"[0, 0, 0, 0, 3]"
3165,"[3, 3, 3, 3, 1]"
2438,"[0, 2, 2, 2, 2, 0, 0]"
1484,"[1, 2, 2, 2, 2, 2, 1, 1]"
1026,"[2, 3, 3, 0, 0, 0, 0, 0]"
1235,"[3, 3, 3, 1, 1, 1, 1, 1, 0]"
3054,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
3093,"[2, 0, 0, 0, 0, 3, 3]"
2698,"[2, 1, 1, 1, 1, 1]"
151,"[1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0]"
2657,"[1, 1, 1, 1, 3, 3, 3, 3, 3, 1]"
746,"[1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
676,"[1, 1, 3, 3, 1, 1, 1, 0, 2, 2, 2, 2]"
473,"[3, 1, 1, 3, 1, 1, 1, 3]"
2162,"[0, 0, 2, 2, 2, 2, 0, 0, 2]"
3106,"[0, 0, 0, 0, 0]"
3265,"[1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 3]"
2892,"[0, 0, 0, 0, 0, 2, 2]"
2951,"[2, 2, 2, 2, 2, 0, 0, 0]"
1795,"[0, 3, 0, 0, 3, 0, 0]"
2728,"[0, 2, 2, 2, 1, 1, 1, 2, 2, 1]"
1764,"[3, 3, 3, 3, 0, 0, 0, 3]"
3194,"[0, 0, 0, 0, 0, 2, 1]"
1486,"[0, 0, 2, 2, 2, 2]"
1110,"[1, 3, 3, 0, 0, 3, 3]"
1627,"[3, 0, 0, 0, 0, 3, 3, 3]"
2335,"[1, 1, 1, 1, 3, 3]"
2688,"[1, 3, 3, 3, 3]"
323,"[2, 2, 2, 0, 0, 0, 0, 2]"
2893,"[3, 3, 3, 3, 1]"
1135,"[0, 2, 2, 2, 2, 2, 0, 0]"
2248,"[3, 3, 1, 1, 1, 1, 2, 2, 2]"
2732,"[1, 1, 1, 1, 1, 2]"
1735,"[2, 2, 1, 1, 1, 1, 3]"
2633,"[2, 3, 3, 1, 1, 1, 1, 1, 3]"
1991,"[2, 2, 2, 2, 2, 0, 0, 0]"
290,"[3, 3, 3, 3, 3, 0]"
1280,"[2, 0, 0, 0, 0, 3]"
1766,"[3, 0, 0, 0, 0, 3, 3, 0]"
1863,"[0, 0, 0, 2, 2, 2, 0, 0]"
386,"[1, 2, 2, 2, 2, 1, 1]"
235,"[1, 1, 1, 1, 1, 2, 0]"
2400,"[3, 3, 3, 3, 0]"
1018,"[3, 3, 3, 1, 1, 1, 1, 1]"
1247,"[0, 0, 0, 0, 0]"
1949,"[2, 0, 2, 2, 1, 2, 2]"
2567,"[0, 0, 0, 0, 0, 3, 3]"
2185,"[2, 2, 2, 2, 1, 1]"
649,"[0, 0, 3, 3, 3, 3]"
2249,"[0, 0, 3, 3, 3, 3, 3, 1]"
532,"[0, 3, 3, 3, 3, 3, 1]"
1850,"[2, 2, 2, 2, 0]"
2942,"[3, 3, 3, 3, 3, 1, 1]"
1376,"[1, 1, 1, 1, 3, 3, 3, 3]"
1365,"[2, 2, 0, 0, 0, 0, 0]"
1085,"[0, 0, 0, 3, 3, 3, 3, 3]"
180,"[1, 3, 3, 3, 3]"
2336,"[2, 2, 2, 2, 0, 2, 0, 0]"
1289,"[1, 3, 1, 3, 3, 3, 0]"
1236,"[3, 3, 3, 3, 1, 1]"
366,"[0, 0, 0, 0, 0, 3]"
558,"[3, 1, 1, 1, 1, 1, 3]"
1490,"[0, 3, 3, 3, 3]"
2383,"[3, 3, 3, 0, 0, 0, 0, 0]"
1666,"[3, 3, 2, 1, 1, 1, 1, 1, 3, 3]"
3015,"[1, 1, 1, 3, 3, 3, 1, 1, 2]"
1067,"[0, 0, 0, 0, 2, 2, 2, 2]"
477,"[1, 1, 1, 2, 2, 1, 1]"
315,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
906,"[0, 0, 0, 0, 0]"
425,"[3, 3, 0, 0, 0, 3, 3, 3, 0, 0]"
2756,"[3, 3, 1, 1, 1, 1, 1, 3, 3]"
376,"[3, 3, 3, 3, 1, 1, 1, 1, 1, 2]"
1051,"[0, 0, 3, 3, 3, 3, 1]"
2508,"[3, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
2356,"[0, 3, 3, 2, 0, 0, 0, 2, 0]"
1558,"[2, 2, 2, 2, 0, 0, 0, 0, 0, 1]"
2215,"[0, 0, 0, 0, 2, 2, 2]"
2688,"[1, 3, 3, 3, 3]"
974,"[1, 1, 1, 1, 2]"
1428,"[0, 0, 0, 3, 3, 3, 3, 0]"
1960,"[0, 0, 0, 0, 0, 2, 2, 2]"
1925,"[3, 3, 3, 0, 0, 3, 3]"
2051,"[2, 2, 2, 1, 2]"
117,"[0, 0, 2, 2, 0, 2, 0, 0, 3]"
2190,"[0, 0, 0, 0, 0, 1]"
333,"[0, 0, 0, 2, 2, 2, 2, 2]"
2387,"[1, 1, 0, 0, 2, 2, 2, 1, 1, 3, 1, 1, 3]"
1591,"[1, 2, 2, 2, 2, 0]"
2096,"[2, 0, 0, 0, 0, 0, 2]"
2940,"[3, 1, 1, 1, 1, 3, 3, 3, 3]"
1137,"[0, 0, 0, 0, 1, 3, 3, 3, 3, 3, 0, 0]"
1108,"[0, 0, 0, 0, 0, 3, 3, 3, 3]"
2435,"[1, 1, 1, 1, 2]"
2459,"[0, 0, 3, 0, 0, 0, 3]"
221,"[1, 1, 1, 1, 2, 2, 2, 2]"
1887,"[1, 1, 1, 3, 3, 3, 3, 3, 2, 1, 1]"
1335,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
1787,"[1, 1, 1, 1, 1, 3, 3]"
3067,"[0, 3, 3, 3, 3, 3, 0, 2]"
3239,"[0, 0, 2, 2, 2, 2, 2]"
1503,"[2, 2, 2, 0, 2, 0, 0]"
2176,"[1, 1, 2, 1, 1]"
1290,"[1, 0, 0, 0, 0, 1, 3, 3, 3, 0, 3, 3, 1, 1, 1, 1, 1]"
1377,"[3, 3, 3, 3, 0, 0, 0, 0, 0]"
1606,"[0, 0, 0, 0]"
2599,"[1, 2, 2, 2, 2, 0, 0, 0]"
220,"[2, 2, 2, 2, 1]"
2787,"[3, 3, 3, 3, 3]"
2279,"[2, 2, 2, 2, 1, 1]"
532,"[0, 3, 3, 3, 3, 3, 1]"
339,"[2, 2, 2, 1, 1, 1, 1, 1]"
3051,"[0, 0, 3, 3, 0, 3, 3, 3]"
283,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
1296,"[0, 0, 2, 2, 2, 2, 2]"
2362,"[2, 2, 2, 2, 2, 1]"
1596,"[3, 1, 1, 1, 1, 1]"
1713,"[0, 1, 0, 3, 3, 3, 3]"
2835,"[1, 2, 1, 2, 2, 2, 2, 0, 0, 3]"
195,"[3, 2, 0, 0, 0, 0]"
3048,"[3, 3, 3, 3, 0]"
1202,"[1, 1, 1, 1]"
332,"[2, 1, 1, 1, 1, 1]"
2581,"[1, 1, 1, 2, 2, 2, 2, 0, 0, 2]"
2938,"[3, 3, 3, 1, 1, 1, 3, 3]"
2725,"[2, 0, 0, 0, 0, 2, 2, 2]"
2568,"[1, 1, 1, 1, 2, 2, 2]"
2343,"[3, 3, 3, 3, 0, 0]"
2794,"[1, 1, 1, 1, 2, 2, 2, 1]"
453,"[0, 0, 0, 0, 3]"
3268,"[1, 1, 1, 1, 3]"
693,"[1, 3, 1, 3, 1, 1, 1]"
2325,"[0, 3, 3, 3, 3, 3, 1, 1]"
2373,"[1, 1, 1, 1, 1, 3]"
1460,"[3, 3, 1, 3, 1, 3, 3, 1]"
681,"[0, 3, 0, 3, 0, 3, 3, 1, 3]"
481,"[0, 0, 0, 0, 3, 0]"
1905,"[3, 0, 0, 0, 2, 2, 2, 2, 2, 0]"
1606,"[0, 0, 0, 0]"
1304,"[2, 2, 2, 0, 0, 0, 0]"
2907,"[0, 3, 3, 3, 3, 3, 0]"
114,"[2, 2, 2, 2, 2]"
1669,"[1, 1, 1, 1, 3, 3, 3]"
1548,"[0, 3, 0, 3, 3, 0, 3]"
431,"[2, 2, 0, 0, 2, 0, 0]"
769,"[3, 3, 3, 3, 3, 1]"
2847,"[2, 1, 1, 3, 1, 1, 3, 1]"
2449,"[3, 3, 3, 3]"
2576,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
274,"[3, 3, 3, 3, 1, 1]"
2299,"[3, 2, 1, 1, 1, 1, 3]"
2142,"[0, 0, 0, 2, 0, 0, 2]"
1,"[1, 1, 1, 2, 2, 2, 1, 1]"
672,"[0, 0, 0, 0, 0, 3]"
588,"[1, 1, 1, 1, 3, 3]"
2744,"[0, 3, 3, 3, 3]"
3075,"[1, 1, 1, 1, 3]"
2640,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 0]"
2255,"[1, 1, 1, 1, 1, 2]"
2798,"[0, 3, 0, 3, 3, 3, 3]"
614,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
2897,"[2, 2, 2, 1, 2, 1, 1]"
388,"[0, 3, 3, 3, 3, 3]"
2828,"[2, 2, 2, 2, 2]"
609,"[1, 1, 1, 1, 2, 2]"
2173,"[0, 3, 3, 3, 0, 0, 0, 0, 3]"
1246,"[0, 0, 0, 0, 0, 3, 3, 3]"
1502,"[0, 0, 3, 0, 0, 0]"
126,"[2, 2, 0, 2, 0, 2, 0, 0, 0, 2]"
565,"[3, 0, 0, 0, 0, 0]"
542,"[2, 2, 2, 2, 0, 0, 0, 0, 2]"
2295,"[3, 2, 2, 1, 1, 1, 1]"
1172,"[1, 2, 1, 2, 2, 2, 1, 1]"
504,"[2, 2, 2, 2, 2, 0]"
1429,"[2, 2, 2, 0, 0, 0, 2]"
1045,"[2, 2, 2, 2, 2, 0]"
624,"[3, 1, 3, 1, 3, 1, 3]"
1268,"[3, 3, 3, 0, 3, 0]"
1638,"[3, 3, 3, 3, 0, 0, 0, 0]"
1564,"[1, 2, 1, 1, 2, 2, 2, 0, 0, 2, 0]"
14,"[1, 1, 1, 1, 2]"
231,"[3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 3]"
1917,"[3, 0, 0, 2, 2, 2, 2, 0, 0, 0]"
2207,"[1, 1, 1, 1, 1]"
928,"[3, 0, 0, 0, 0, 0]"
1099,"[1, 2, 2, 2, 2, 2]"
1993,"[0, 3, 3, 3, 3, 1, 1]"
1665,"[0, 0, 0, 0, 2, 2, 2]"
1273,"[2, 2, 2, 2, 2]"
1890,"[0, 0, 0, 0]"
259,"[2, 2, 2, 2, 2]"
782,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 3, 0, 3]"
1117,"[1, 1, 3, 3, 3, 3, 1, 1]"
2119,"[1, 1, 1, 2, 2, 1, 2]"
621,"[2, 3, 3, 0, 0, 0, 0, 0]"
1027,"[0, 0, 2, 2, 2, 2, 2, 3, 1, 1, 1, 2]"
996,"[3, 0, 3, 3, 3, 3]"
