idx,move
389,"[0, 3, 3, 3, 0, 0, 3]"
377,"[0, 0, 0, 0, 3, 3, 3, 3, 1]"
1538,"[3, 2, 2, 2, 2, 0, 0, 0, 0]"
2658,"[1, 1, 2, 2, 2, 2, 2]"
982,"[1, 1, 3, 3, 1, 1]"
3209,"[3, 3, 3, 3, 3, 1, 1, 1, 1]"
2418,"[0, 0, 0, 3, 1, 1, 1, 1, 1, 3, 3, 3]"
2835,"[1, 2, 2, 1, 2, 2, 2, 0, 0, 3]"
2299,"[2, 1, 1, 1, 1, 3, 3]"
834,"[3, 3, 3, 3, 3]"
2069,"[2, 2, 0, 2, 2, 2, 0, 0, 0, 0]"
2493,"[2, 1, 1, 1, 1, 3]"
657,"[0, 0, 0, 0, 2, 2, 2, 2, 2]"
1946,"[3, 3, 3, 3, 3]"
2869,"[0, 0, 0, 2, 2, 2, 2]"
767,"[1, 1, 1, 1, 3]"
2827,"[3, 3, 3, 3, 3, 2, 0, 0, 0, 0, 0]"
40,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
2850,"[1, 1, 2, 2, 2, 1, 1]"
267,"[1, 3, 3, 3, 1, 1, 1, 1]"
1334,"[1, 2, 3, 2, 1, 2, 1, 1, 2, 1, 2, 2]"
848,"[2, 1, 3, 0, 2, 1, 2, 2, 2, 2]"
2263,"[0, 0, 0, 0, 0]"
810,"[1, 1, 0, 0, 2, 0, 0, 2, 0, 2, 2, 2]"
14,"[1, 1, 2, 1, 1]"
1307,"[1, 0, 1, 2, 1, 2, 1, 2, 2, 1, 2]"
2756,"[3, 2, 3, 1, 3, 1, 3, 1, 3, 1, 1]"
2944,"[3, 2, 3, 1, 1, 1, 2, 1]"
3266,"[1, 3, 1, 1, 2, 1]"
2569,"[0, 1, 3, 1, 0, 3, 3, 3, 1, 3, 1, 1, 1]"
303,"[0, 2, 0, 0, 0, 2, 0]"
574,"[2, 2, 2, 2]"
3214,"[0, 1, 3, 1, 3, 1, 3, 1, 3, 3]"
443,"[3, 1, 3, 1, 3, 1, 3, 1, 1, 2, 2]"
3136,"[2, 1, 1, 3, 1, 1, 3, 1, 3]"
1701,"[0, 0, 0, 0, 0, 2]"
2897,"[2, 2, 2, 1, 2, 1, 1]"
951,"[1, 1, 1, 1]"
913,"[0, 2, 0, 0, 0, 3, 3]"
2392,"[1, 1, 2, 1, 1, 1]"
851,"[0, 0, 0, 3, 3, 0, 0]"
2388,"[0, 0, 2, 2, 2, 2, 2]"
1204,"[3, 3, 3, 3, 3, 0, 0]"
2267,"[1, 1, 1, 1, 1]"
244,"[0, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2]"
126,"[0, 2, 2, 2, 2, 0, 0, 0, 0, 2]"
875,"[2, 2, 2, 2, 1]"
2164,"[0, 0, 0, 2, 2, 2, 0]"
1845,"[2, 2, 2, 2, 2, 0, 0]"
564,"[1, 1, 1, 1, 1, 3, 3, 3]"
872,"[2, 3, 2, 3, 0, 1, 2, 3, 0, 0, 0, 0, 0, 2, 2, 2]"
1916,"[1, 1, 3, 3, 3, 1, 1, 1, 2, 2, 2]"
1047,"[3, 3, 1, 3, 3, 3, 0, 0, 0]"
2316,"[3, 0, 0, 0, 0, 0, 3, 3, 3, 3]"
3093,"[2, 2, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
2383,"[3, 3, 3, 0, 0, 0, 0, 0]"
2376,"[0, 0, 2, 2, 2, 2, 2, 1, 1]"
17,"[1, 1, 1, 1, 1, 3, 3, 0, 0]"
3019,"[2, 2, 0, 0, 0, 1, 2, 2, 1, 1]"
2350,"[3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 2, 1, 1, 1, 1, 3]"
18,"[1, 1, 1, 1, 3, 3]"
1689,"[1, 1, 1, 1, 3, 2]"
2518,"[2, 2, 0, 0, 0, 0, 0, 3, 3]"
1241,"[1, 1, 1, 3, 1]"
2223,"[0, 3, 3, 3, 3, 3, 1, 1, 1]"
68,"[1, 1, 1, 1, 3, 3]"
966,"[3, 3, 0, 0, 1, 3, 3, 1, 0, 0, 3]"
934,"[1, 1, 1, 1]"
4,"[0, 2, 2, 2, 2, 1, 1, 1]"
3132,"[0, 0, 0, 0, 2]"
1676,"[0, 0, 2, 2, 1, 1, 2, 2, 0, 0, 2]"
2172,"[1, 0, 3, 1, 1, 1, 3, 3, 3, 0]"
414,"[0, 0, 1, 2, 2, 2, 2, 2, 1]"
1212,"[0, 0, 0, 0, 0, 3, 3]"
803,"[1, 1, 1, 1, 3, 3, 3, 3, 3]"
1543,"[3, 3, 3, 3, 1, 1, 1, 1]"
1761,"[0, 2, 2, 2, 2, 2, 0, 0]"
2921,"[1, 1, 1, 1]"
2860,"[1, 0, 0, 0, 0, 0, 2, 2, 2, 2, 1]"
2928,"[3, 0, 0, 0, 0, 2, 2]"
1591,"[0, 0, 0, 2, 2, 1, 1, 1, 1, 2, 0, 2]"
909,"[3, 3, 0, 0, 0, 0, 0]"
627,"[3, 2, 0, 0, 0, 0, 2]"
502,"[1, 1, 1, 3, 3, 3, 3, 3]"
740,"[1, 1, 1, 2, 2, 2, 2]"
946,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
1550,"[1, 3, 3, 3, 3]"
226,"[0, 3, 3, 3, 3, 0, 0]"
1783,"[0, 0, 0, 0]"
2127,"[1, 1, 1, 0, 2, 2, 2, 2, 2]"
2095,"[1, 2, 2, 2, 2, 2]"
1791,"[2, 0, 0, 0, 0]"
2175,"[0, 1, 1, 1, 2, 2, 2, 2]"
676,"[1, 1, 3, 3, 1, 1, 2, 2, 2, 2]"
2176,"[3, 3, 1, 1, 1, 1, 2, 2, 2]"
391,"[2, 1, 0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 1, 1, 1, 2, 2, 2, 0, 2, 2]"
552,"[3, 3, 3, 3, 0]"
2670,"[1, 1, 2, 2, 2, 2, 2]"
1350,"[1, 1, 1, 2, 2, 1, 1]"
3021,"[2, 2, 2, 0, 0, 0, 0, 0]"
1182,"[3, 1, 3, 1, 1, 2, 2, 1]"
819,"[3, 3, 3, 3, 1, 1, 1, 1, 1]"
1823,"[2, 2, 1, 1, 1, 1, 2, 1]"
303,"[0, 2, 0, 0, 0, 2, 0]"
2380,"[0, 3, 0, 0, 0, 0]"
753,"[0, 0, 3, 3, 3, 3, 0, 0]"
2332,"[0, 2, 2, 0, 0, 0, 2, 0]"
344,"[2, 1, 2, 2, 2, 2, 1]"
2845,"[1, 1, 1, 1, 2, 2, 2]"
374,"[3, 3, 3, 3, 0, 0]"
2957,"[0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2]"
1413,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
2097,"[0, 0, 0, 0, 2, 2, 2, 2]"
1142,"[2, 1, 1, 1, 1, 1, 2, 2, 2]"
735,"[1, 1, 2, 2, 2, 2]"
1552,"[2, 2, 2, 2, 1, 1, 1]"
2003,"[1, 3, 3, 1, 1, 2, 2, 1]"
1808,"[3, 1, 1, 1, 1]"
2835,"[1, 2, 1, 2, 2, 2, 2, 0, 0, 3]"
2342,"[3, 3, 3, 3, 0, 0, 0, 0, 0]"
2928,"[0, 0, 0, 0, 2]"
634,"[0, 2, 2, 0, 0, 0, 0]"
3113,"[2, 2, 1, 1, 1, 1]"
2005,"[2, 2, 2, 2, 1, 1]"
2818,"[2, 2, 2, 2]"
2197,"[2, 2, 1, 1, 1, 1, 1, 3]"
1032,"[3, 3, 3, 3, 3, 1, 1, 1, 1, 0, 0, 0]"
890,"[1, 1, 2, 2, 2, 2, 2, 1]"
1372,"[1, 1, 1, 1, 1, 3, 3, 3, 3]"
829,"[1, 1, 1, 1, 2, 2]"
725,"[3, 3, 3, 3, 3]"
1374,"[0, 2, 2, 2, 2, 1, 1, 1, 1]"
919,"[1, 1, 1, 1, 1]"
1798,"[0, 0, 2, 2, 2, 2, 2, 1, 3]"
736,"[3, 1, 1, 1, 2, 1, 1, 3]"
2988,"[1, 2, 2, 2, 2, 2, 0, 0, 0, 0]"
1797,"[0, 0, 0, 0, 0, 3, 1, 3]"
263,"[1, 1, 3, 3, 3, 3, 0]"
1920,"[2, 2, 2, 2, 2]"
817,"[1, 2, 2, 2, 2, 2, 0]"
1339,"[2, 2, 2, 0, 0, 0, 0]"
1513,"[3, 3, 3, 3, 1]"
1269,"[0, 0, 0, 0, 0]"
1831,"[1, 1, 3, 3, 3, 3, 3]"
676,"[1, 1, 3, 3, 1, 1, 2, 2, 2, 2]"
2598,"[1, 1, 2, 2, 2, 2, 2]"
1998,"[0, 2, 2, 2, 2, 2]"
402,"[2, 2, 2, 2, 2, 1, 1]"
569,"[2, 2, 2, 0, 2]"
547,"[3, 1, 1, 1, 1, 2, 2, 2, 1]"
2186,"[3, 3, 3, 3, 3, 1, 1, 1]"
1435,"[3, 0, 0, 0, 0, 2]"
2491,"[3, 3, 3, 3, 3, 1, 1]"
2833,"[3, 3, 3, 3, 3]"
1560,"[0, 2, 2, 2, 2]"
1156,"[2, 3, 2, 3, 2, 2, 0, 0, 0, 0, 0]"
1649,"[2, 0, 0, 0, 0, 0]"
578,"[2, 0, 0, 0, 0, 0]"
2,"[0, 3, 3, 3, 3, 3, 1]"
5,"[2, 1, 1, 1, 1, 3, 3, 3]"
1120,"[2, 0, 0, 0, 0, 0]"
2479,"[3, 3, 1, 3, 1, 1, 3]"
702,"[1, 3, 1, 1, 1, 3, 3, 3]"
2612,"[0, 0, 0, 0, 0]"
2015,"[1, 1, 1, 1, 1, 3, 0]"
665,"[3, 3, 3, 3, 0]"
2835,"[1, 2, 2, 1, 2, 2, 2, 0, 0, 3]"
1730,"[0, 0, 0, 0, 0, 3]"
1611,"[2, 0, 0, 0, 2, 0, 2, 2, 0, 2]"
405,"[1, 2, 1, 1, 1, 1, 2, 2]"
1161,"[0, 3, 1, 1, 1, 3, 1, 3, 3, 3]"
643,"[0, 0, 3, 3, 3, 3, 0, 3]"
2062,"[2, 2, 2, 1, 2, 1, 1, 1]"
514,"[2, 0, 0, 0, 3, 0, 2, 2]"
3229,"[0, 0, 0, 3, 0, 3, 0]"
1650,"[2, 0, 2, 0, 2, 2, 2]"
2071,"[2, 2, 0, 2, 2, 2, 1]"
2471,"[0, 3, 0, 3, 0, 3, 0]"
2183,"[0, 0, 0, 0, 0]"
2575,"[3, 0, 0, 2, 0, 0, 2, 2]"
2877,"[1, 1, 1, 3, 1, 3, 1, 3]"
1208,"[0, 3, 0, 3, 3, 3, 0]"
60,"[2, 0, 2, 2, 2]"
2400,"[0, 3, 3, 3, 3]"
323,"[2, 2, 2, 0, 0, 2, 0, 0]"
2655,"[1, 1, 3, 3, 3, 3]"
1581,"[2, 2, 0, 0, 0, 0, 0, 2]"
1731,"[2, 2, 2, 2, 2, 0, 0]"
1917,"[0, 0, 2, 2, 2, 0, 0, 0]"
367,"[0, 0, 0, 0]"
1207,"[0, 0, 0, 0, 0]"
2207,"[1, 1, 1, 1, 1]"
17,"[1, 1, 1, 1, 3, 3]"
3088,"[1, 1, 1, 1, 1]"
1198,"[1, 2, 2, 1, 1, 2, 2]"
43,"[1, 1, 1, 1]"
910,"[0, 2, 2, 2, 2, 1, 2]"
2919,"[2, 0, 0, 3, 0, 0, 0]"
1681,"[0, 0, 0, 3, 0, 0]"
375,"[1, 1, 1, 1, 3]"
1645,"[2, 2, 2, 2, 1]"
2509,"[1, 1, 1, 1, 2, 2]"
956,"[1, 1, 1, 1]"
1259,"[1, 0, 2, 0, 2, 2, 2, 2, 0]"
775,"[3, 3, 3, 3, 0]"
2512,"[0, 0, 0, 0, 0]"
1991,"[2, 2, 2, 2, 2, 0, 0, 0]"
2433,"[1, 2, 2, 2, 2]"
1307,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
2282,"[1, 1, 3, 3, 3, 1, 1, 1]"
75,"[2, 2, 2, 2, 0, 0, 0, 0, 0]"
1321,"[2, 2, 2, 1, 1, 1, 2, 2]"
3206,"[3, 3, 3, 3, 3]"
619,"[2, 2, 1, 2, 1, 1, 1, 2, 2]"
70,"[0, 0, 0, 0]"
2319,"[2, 2, 2, 2, 0, 0, 0]"
334,"[0, 0, 0, 0, 0, 3, 3]"
402,"[2, 2, 2, 2, 2, 1, 1]"
3217,"[1, 1, 1, 1, 3, 1]"
2650,"[2, 1, 1, 2, 1, 1, 2]"
697,"[0, 0, 0, 0, 0, 3]"
2599,"[1, 2, 2, 2, 2, 0, 0, 0]"
1719,"[3, 1, 1, 1, 3, 3, 3, 1]"
388,"[0, 3, 3, 3, 3, 3]"
1036,"[1, 3, 1, 1, 1, 1, 2]"
1464,"[0, 0, 2, 2, 2, 2, 0, 0, 2]"
2706,"[3, 3, 3, 3]"
3090,"[1, 1, 1, 1, 2]"
346,"[1, 2, 1, 1, 1, 2, 2, 2, 2]"
307,"[3, 3, 0, 0, 3, 3, 3, 0, 0]"
1868,"[3, 3, 0, 3, 3, 0]"
2294,"[1, 2, 1, 1, 1, 3, 1]"
1872,"[2, 2, 2, 2, 2]"
1194,"[3, 2, 2, 2, 0, 0, 0, 2, 0, 0]"
972,"[3, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
2408,"[2, 2, 2, 2, 1]"
1503,"[2, 2, 2, 0, 2, 0, 0]"
2840,"[0, 3, 3, 3, 3]"
1901,"[3, 0, 3, 3, 3]"
3183,"[1, 1, 1, 1, 2, 1, 2, 2, 2, 2]"
1446,"[2, 2, 1, 1, 1, 1, 1, 3, 3, 3]"
2892,"[2, 2, 0, 0, 0, 0, 0]"
2162,"[2, 2, 2, 2, 0, 0, 0, 0, 2]"
2040,"[3, 3, 3, 3, 0, 0]"
1281,"[1, 2, 2, 2, 2, 1, 1, 2, 1]"
247,"[0, 1, 1, 3, 3, 3, 3, 3, 2, 2, 3, 3, 0, 0, 0]"
1578,"[2, 0, 0, 0, 2, 0]"
2681,"[2, 2, 2, 0, 0, 2]"
1547,"[1, 1, 2, 2, 2, 2, 0, 2]"
2179,"[1, 2, 2, 1, 1, 1, 3, 3, 1]"
1773,"[1, 1, 1, 1, 3]"
3072,"[2, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0]"
1531,"[2, 0, 0, 0, 0, 3, 3, 3, 3]"
2748,"[0, 0, 0, 0, 0]"
280,"[1, 1, 1, 1, 1, 2, 2]"
2999,"[1, 1, 1, 1]"
2784,"[3, 2, 2, 0, 0, 0, 0, 2]"
2186,"[0, 0, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
567,"[1, 1, 1, 1]"
2827,"[3, 3, 3, 3, 0, 0, 0, 0]"
1232,"[1, 3, 0, 0, 3, 3, 3, 3, 1, 2, 2, 1]"
2472,"[2, 3, 1, 1, 2, 2, 2, 2, 2, 0]"
624,"[3, 3, 3, 1, 1, 1, 3]"
2139,"[3, 3, 3, 0, 0, 0, 0]"
2344,"[1, 3, 3, 3, 3]"
1486,"[0, 0, 2, 2, 2, 2]"
580,"[3, 3, 3, 3, 3, 0, 0, 0, 0]"
2057,"[2, 2, 2, 2, 1, 1]"
2128,"[2, 2, 2, 2, 0, 0, 0]"
1182,"[3, 1, 3, 1, 1, 2, 2, 0, 1, 1]"
3148,"[2, 2, 2, 1, 2, 2, 0, 0, 0, 0, 0, 3, 1]"
206,"[3, 1, 1, 1, 1, 1, 0, 3, 3, 3]"
2288,"[1, 1, 3, 3, 3, 3, 3]"
2363,"[1, 1, 1, 2, 2, 1]"
3059,"[1, 1, 1, 1, 1]"
1416,"[0, 3, 3, 0, 3, 3, 3, 1]"
1865,"[3, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
2764,"[3, 3, 3, 0, 3]"
1689,"[1, 1, 1, 1, 3]"
1606,"[0, 0, 0, 0]"
2802,"[1, 1, 1, 1]"
526,"[0, 2, 2, 2, 2]"
1944,"[3, 3, 3, 3, 1, 1, 1, 1]"
2897,"[2, 2, 2, 1, 1, 1, 2]"
1365,"[2, 2, 0, 0, 0, 0, 0]"
1061,"[3, 3, 3, 3, 3, 0, 0]"
1388,"[2, 2, 2, 2, 1, 1, 1]"
1161,"[3, 3, 1, 1, 1, 3, 3, 3]"
2738,"[2, 2, 2, 1, 1, 1, 1, 1]"
2035,"[3, 0, 0, 0, 0, 0, 2]"
3110,"[1, 0, 3, 3, 3, 3, 1, 2, 2, 2, 2, 0, 3, 3, 3, 2, 0, 0, 0, 0, 2, 2, 3, 3, 3, 3, 1, 3, 1, 1, 1, 1, 2, 0, 0]"
487,"[2, 2, 1, 1, 1, 1, 1]"
6,"[3, 3, 0, 0, 0, 0, 3, 0, 3, 3]"
1658,"[0, 0, 0, 0, 3, 0, 3, 3, 3, 1, 1, 1, 1, 1]"
3046,"[3, 3, 0, 0, 0, 0, 2]"
1633,"[1, 2, 2, 2, 2, 2, 0]"
3073,"[1, 1, 2, 2, 2, 2, 0, 0, 1]"
1548,"[3, 3, 3, 3, 0, 0, 0]"
2427,"[0, 3, 3, 3, 3, 3, 2, 1]"
1651,"[2, 3, 3, 0, 0, 0, 0]"
1900,"[2, 1, 1, 1, 1, 1]"
1261,"[0, 0, 0, 2, 2, 2, 2, 1, 1, 1]"
41,"[2, 2, 1, 1, 2, 1, 0, 1, 2, 1, 1]"
1842,"[2, 3, 3, 3, 3, 1, 1, 1, 1, 1]"
1117,"[1, 1, 3, 3, 3, 3, 1, 1]"
629,"[2, 2, 2, 2, 2, 0, 3, 0, 0, 0, 3, 3]"
938,"[0, 3, 0, 0, 0, 0, 2, 2]"
2452,"[0, 2, 0, 0, 0, 3, 3, 3]"
14,"[1, 1, 1, 1, 2]"
811,"[2, 0, 2, 2, 1, 1, 2]"
2401,"[1, 1, 1, 1]"
154,"[3, 3, 3, 0, 0, 3]"
2493,"[2, 1, 1, 1, 1, 3, 2, 0, 0, 0, 0, 2]"
2278,"[3, 0, 3, 3, 3, 3]"
3139,"[2, 2, 2, 2]"
1983,"[2, 2, 2, 2]"
1758,"[2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 1, 2, 0, 2, 2, 2, 2, 3, 3, 2, 2, 1, 1, 1, 1, 1]"
1043,"[0, 3, 0, 3, 3, 3]"
773,"[1, 1, 1, 1, 1, 3]"
1770,"[0, 2, 2, 2, 2, 1, 1, 1]"
1691,"[0, 0, 0, 0]"
2355,"[1, 2, 2, 2, 1, 1, 2, 2, 0]"
1887,"[1, 1, 1, 3, 3, 3, 3, 1, 1]"
1445,"[3, 3, 3, 3, 3, 0, 0, 0]"
247,"[1, 3, 3, 3, 3, 3, 0, 0, 0]"
1327,"[0, 0, 3, 3, 3, 3, 3]"
200,"[1, 1, 1, 2, 2, 2, 2, 0]"
208,"[2, 2, 2, 0, 0, 0, 0, 0]"
1358,"[3, 1, 1, 3, 1, 1, 1]"
2045,"[1, 1, 1, 1, 1, 3, 3]"
2441,"[0, 0, 0, 0]"
1801,"[1, 3, 3, 0, 3, 3, 1]"
2516,"[1, 2, 2, 2, 2, 0, 0, 0, 2]"
994,"[2, 2, 1, 1, 1, 1]"
2619,"[2, 2, 2, 1, 2, 1, 1, 1]"
2595,"[3, 1, 1, 1, 1, 1, 2, 2]"
591,"[1, 1, 1, 1, 3, 1]"
1741,"[3, 2, 0, 0, 0, 3, 0, 0]"
1698,"[3, 3, 3, 0, 0, 3, 3]"
2528,"[1, 1, 1, 1, 1]"
3253,"[1, 1, 2, 0, 2, 2, 2, 2, 0, 0, 0]"
332,"[2, 1, 1, 1, 1, 1]"
969,"[1, 0, 2, 2, 0, 2, 2, 2, 0, 0, 0]"
550,"[3, 3, 3, 3, 3, 1, 1]"
602,"[1, 1, 2, 2, 1, 2, 2, 2, 3, 1, 1]"
136,"[3, 0, 0, 3, 3, 3, 3, 0, 0]"
799,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
370,"[1, 1, 3, 1, 1, 1]"
1023,"[0, 3, 3, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 0, 3, 3, 3, 0]"
3151,"[0, 0, 3, 3, 3, 0, 0, 0, 2, 1]"
2932,"[3, 3, 3, 3, 3, 2, 2, 3, 3, 1, 2, 2, 2, 2, 2, 1, 3, 3, 2, 2]"
3166,"[3, 3, 3, 3, 0, 1, 0, 2, 2, 2, 2, 2, 0, 3, 3, 3, 3, 3, 0, 2, 2, 2, 2, 2, 0, 3, 3, 3, 3, 3, 0, 2, 2]"
1546,"[3, 3, 1, 1, 2, 2, 2, 2, 0, 2, 1, 1, 1, 1, 0, 0, 0, 3, 3, 1, 1]"
95,"[3, 0, 0, 0, 2, 2, 2, 0, 3, 3, 0, 3, 3, 2, 2, 1, 1, 2, 2, 0, 0]"
1665,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 3, 1, 2, 1, 3, 3, 3, 3, 3]"
425,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2, 0, 3, 3, 3]"
158,"[1, 1, 1, 1, 3, 3, 3, 3, 3, 0, 2, 2, 2, 2, 0, 3, 3, 3, 3, 0]"
333,"[0, 0, 0, 2, 2, 2, 2, 2]"
1912,"[3, 0, 0, 3, 3, 0, 0]"
3273,"[0, 2, 0, 2, 0, 0, 0, 2, 2]"
134,"[2, 2, 2, 2, 2, 1, 1, 1]"
1487,"[0, 0, 1, 1, 1, 1, 1, 3, 3, 3, 3]"
975,"[0, 0, 0, 0, 0, 2, 2, 2, 1]"
2079,"[2, 1, 1, 1, 3, 1, 1]"
2841,"[3, 0, 0, 0, 0, 3, 3, 3, 3]"
814,"[1, 1, 1, 1, 2, 2, 2, 2]"
342,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
645,"[3, 3, 0, 0, 0, 0, 3, 3, 3]"
2559,"[2, 2, 0, 0, 0, 0, 0, 3, 3]"
2458,"[3, 3, 1, 3, 3, 3]"
327,"[0, 1, 2, 2, 2, 2, 2, 1, 1]"
2493,"[2, 2, 1, 1, 1, 1, 3, 3]"
956,"[2, 1, 1, 1, 3, 1]"
1265,"[2, 2, 2, 2, 2, 3, 2, 1, 1]"
1214,"[0, 0, 0, 0, 0, 2, 2, 2]"
1156,"[2, 2, 0, 0, 0, 0, 0]"
610,"[3, 0, 3, 3, 3]"
2379,"[1, 1, 1, 1]"
1529,"[2, 2, 1, 1, 1, 1, 1]"
2158,"[0, 0, 0, 0, 3, 3]"
1065,"[1, 2, 2, 2, 2, 0, 0]"
1592,"[1, 1, 2, 2, 2, 2, 2, 1, 1, 1]"
2403,"[3, 3, 3, 3, 3, 1]"
2951,"[2, 2, 2, 2, 2, 0, 0, 0]"
1401,"[1, 1, 2, 1, 1, 1, 2, 2, 2, 2]"
2437,"[1, 2, 2, 2, 2, 2, 1, 1]"
2578,"[1, 1, 1, 3, 3, 1, 1]"
698,"[2, 2, 0, 0, 0, 0]"
2639,"[1, 1, 1, 1, 1, 2]"
1687,"[3, 3, 3, 1, 3]"
2101,"[3, 3, 3, 3, 3, 1]"
2132,"[0, 0, 0, 3, 0]"
1639,"[3, 0, 0, 0, 0, 2, 2]"
2470,"[3, 1, 1, 1, 1, 1, 2]"
2548,"[2, 2, 2, 0, 0, 0, 0]"
1564,"[2, 1, 1, 1, 2, 2, 2, 0, 0, 0, 2]"
861,"[0, 0, 3, 1, 3, 3, 3, 0, 0]"
466,"[3, 3, 2, 2, 1, 1, 1, 1, 1, 2, 2]"
1814,"[2, 2, 1, 1, 1, 1, 1, 2]"
1612,"[1, 2, 1, 1, 1, 1, 3, 3]"
742,"[2, 2, 0, 0, 0, 0, 0]"
2059,"[2, 2, 0, 2, 2, 1]"
2562,"[1, 1, 1, 1, 1, 2, 2]"
2739,"[0, 0, 0, 3, 3, 3, 0, 3, 3]"
3062,"[3, 1, 1, 1, 1, 2]"
620,"[2, 1, 1, 1, 1]"
2483,"[2, 1, 1, 1, 1, 1]"
1802,"[2, 2, 2, 2, 2, 0, 0, 0, 0]"
1302,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
1385,"[2, 1, 1, 1, 1, 1]"
2517,"[2, 0, 0, 0, 0, 2]"
1641,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
195,"[0, 0, 0, 0, 0, 1]"
331,"[3, 3, 3, 3, 0, 0, 0, 3]"
2320,"[2, 2, 2, 2, 1, 2]"
1318,"[0, 1, 0, 3, 3, 3, 0, 0, 0, 0]"
15,"[3, 3, 3, 3, 0, 0, 0]"
1809,"[3, 0, 0, 0, 0, 0]"
2756,"[3, 3, 1, 1, 1, 1, 1, 3, 3]"
569,"[2, 2, 2, 0, 2]"
3237,"[2, 2, 2, 2]"
2993,"[0, 0, 0, 0, 0]"
1269,"[0, 0, 0, 0, 0]"
2058,"[0, 2, 0, 0, 0, 0]"
1310,"[2, 2, 2, 2, 0, 0]"
322,"[3, 3, 3, 2, 1, 1, 1, 1, 1, 2, 0, 2]"
3029,"[1, 1, 1, 2, 2, 2, 2, 2]"
2422,"[1, 0, 0, 3, 3, 3, 3]"
1931,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
1628,"[1, 1, 0, 0, 0, 2, 2, 2, 0, 2]"
2200,"[3, 3, 1, 3, 3]"
132,"[0, 0, 0, 3, 1, 3, 3, 3, 3]"
2080,"[0, 3, 3, 3, 3, 3, 1, 1, 1, 1]"
2206,"[0, 0, 0, 2, 0, 0, 2, 2, 2, 2]"
1319,"[2, 0, 2, 2, 2, 2]"
1813,"[3, 3, 3, 3]"
1302,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
1732,"[2, 2, 2, 2, 2]"
1275,"[1, 2, 2, 2, 1, 1, 1, 3]"
1276,"[3, 3, 3, 0, 0, 3, 3]"
2634,"[0, 0, 0, 0]"
1434,"[2, 1, 1, 1, 1, 1, 3, 3]"
2011,"[0, 0, 3, 3, 3, 3]"
1996,"[3, 3, 0, 0, 0, 0, 0]"
1521,"[3, 3, 3, 3, 3, 1]"
231,"[1, 1, 1, 1, 1, 3, 3, 3, 3]"
3186,"[1, 1, 2, 2, 2, 2, 2]"
2300,"[3, 3, 3, 3, 0]"
990,"[0, 0, 0, 0, 0, 2, 2]"
2889,"[1, 2, 2, 2, 2, 1]"
1420,"[3, 3, 3, 3, 3, 1]"
1977,"[0, 2, 2, 2, 2, 2]"
1451,"[1, 1, 3, 3, 3, 3, 3]"
1951,"[2, 2, 2, 2]"
180,"[1, 3, 3, 3, 3]"
1092,"[1, 1, 1, 1]"
1365,"[0, 0, 0, 0, 0, 2, 2]"
1033,"[0, 0, 0, 0]"
761,"[0, 2, 2, 0, 0, 0, 0, 3, 1, 3, 3, 3]"
2461,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
695,"[1, 1, 3, 3, 1, 1, 1, 3]"
617,"[2, 1, 1, 1, 1, 1]"
1669,"[3, 3, 3, 1, 1, 1, 1]"
2871,"[0, 0, 0, 0, 0, 2, 2, 2]"
967,"[0, 0, 0, 0, 3]"
2856,"[0, 0, 0, 0, 0, 3, 3]"
1266,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
2245,"[3, 3, 3, 3, 0, 0, 0, 0]"
1181,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
2608,"[2, 2, 0, 0, 0, 0, 0, 2]"
916,"[2, 3, 0, 0, 0, 2, 1, 3, 0, 2, 1, 0, 0, 0, 3, 3, 3, 3, 3, 1, 2, 2, 2, 1, 3, 1, 2, 2, 2, 3, 3, 3, 3, 3, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1]"
3120,"[2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
1949,"[1, 2, 3, 0, 0, 1, 0, 1, 0, 2, 2, 2, 2, 2, 3, 1, 2]"
